Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-983705,"Signaling by the B Cell Receptor (BCR)",2,189,0.013243640950178683,0.25193726216164936,0.25193726216164936,1,44,0.0032407748398026073,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-1168640"
R-HSA-5693571,"Nonhomologous End-Joining (NHEJ)",1,57,0.003994113937355476,0.25334657332434984,0.25334657332434984,10,13,9.575016572144067E-4,9606,Homo sapiens,"XRCC6","","R-HSA-5693574;R-HSA-5693575;R-HSA-5693604;R-HSA-5687360;R-HSA-5693599;R-HSA-5693615;R-HSA-5687183;R-HSA-5686924;R-HSA-5693533;R-HSA-5693578"
R-HSA-5620920,"Cargo trafficking to the periciliary membrane",1,57,0.003994113937355476,0.25334657332434984,0.25334657332434984,5,27,0.0019886572880606908,9606,Homo sapiens,"ARF1","","R-HSA-5623508;R-HSA-5620918;R-HSA-5620914;R-HSA-5623513;R-HSA-5620921"
R-HSA-1643685,"Disease",15,2431,0.1703454558194941,0.25372927342235385,0.25372927342235385,26,1632,0.12020328496722398,9606,Homo sapiens,"XRCC6;ARF1;TUBA1A;HNRNPK;OS9;PSMC3;C1QBP;RPN1;PSAP;TUBA4A;DDOST;SLC25A6","","R-HSA-5362450;R-HSA-175174;R-HSA-175177;R-HSA-9614367;R-HSA-5387392;R-HSA-9614343;R-HSA-5688899;R-HSA-5687875;R-HSA-9645766;R-HSA-175258;R-HSA-9694793;R-HSA-180573;R-HSA-8866854;R-HSA-5688884;R-HSA-5387386;R-HSA-180905;R-HSA-168878;R-HSA-200879;R-HSA-8866858;R-HSA-8866857;R-HSA-5387389;R-HSA-8866856;R-HSA-9624033;R-HSA-5483238;R-HSA-180603;R-HSA-9698926"
R-HSA-1280218,"Adaptive Immune System",7,1005,0.07042253521126761,0.2538235412387141,0.2538235412387141,16,264,0.019444649038815643,9606,Homo sapiens,"PDIA3;SEC61A1;ARF1;TUBA1A;PSMC3;RPN1;TUBA4A","","R-HSA-2213248;R-HSA-983150;R-HSA-1236947;R-HSA-8863973;R-HSA-8951498;R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-983142;R-HSA-1168640;R-HSA-1236935;R-HSA-983161;R-HSA-1236970;R-HSA-5607724;R-HSA-1236971;R-HSA-2130619"
R-HSA-2029480,"Fcgamma receptor (FCGR) dependent phagocytosis",2,193,0.013523929647536964,0.2595118242289065,0.2595118242289065,1,42,0.0030934668925388523,9606,Homo sapiens,"PLD3","","R-HSA-2029471"
R-HSA-983231,"Factors involved in megakaryocyte development and platelet production",2,194,0.013594001821876533,0.26140624848233274,0.26140624848233274,2,43,0.00316712086617073,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-983259;R-HSA-983266"
R-HSA-9639288,"Amino acids regulate mTORC1",1,61,0.004274402634713756,0.2685308058541743,0.2685308058541743,8,12,8.838476835825292E-4,9606,Homo sapiens,"ATP6V0E2","","R-HSA-9640195;R-HSA-9640167;R-HSA-9639286;R-HSA-9646468;R-HSA-9640168;R-HSA-9645608;R-HSA-9640175;R-HSA-9645598"
R-HSA-72649,"Translation initiation complex formation",1,62,0.004344474809053325,0.2722790252879217,0.2722790252879217,2,2,1.4730794726375488E-4,9606,Homo sapiens,"EIF4H","","R-HSA-156808;R-HSA-157849"
R-HSA-5621481,"C-type lectin receptors (CLRs)",2,203,0.01422465139093266,0.27845954211907453,0.27845954211907453,2,68,0.005008470206967666,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607731;R-HSA-5607724"
R-HSA-72702,"Ribosomal scanning and start codon recognition",1,64,0.004484619157732465,0.2797187236526939,0.2797187236526939,2,2,1.4730794726375488E-4,9606,Homo sapiens,"EIF4H","","R-HSA-72697;R-HSA-72621"
R-HSA-193648,"NRAGE signals death through JNK",1,64,0.004484619157732465,0.2797187236526939,0.2797187236526939,3,7,5.155778154231421E-4,9606,Homo sapiens,"MAGED1","","R-HSA-205115;R-HSA-204958;R-HSA-205132"
R-HSA-5689880,"Ub-specific processing proteases",2,206,0.01443486791395137,0.2841415772582323,0.2841415772582323,1,40,0.0029461589452750977,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5689539"
R-HSA-983712,"Ion channel transport",2,206,0.01443486791395137,0.2841415772582323,0.2841415772582323,1,45,0.0033144288134344846,9606,Homo sapiens,"ATP6AP1;ATP6V0E2","","R-HSA-5252133"
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",1,66,0.004624763506411604,0.2870833952427758,0.2870833952427758,3,6,4.419238417912646E-4,9606,Homo sapiens,"EIF4H","","R-HSA-72647;R-HSA-156808;R-HSA-157849"
R-HSA-68877,"Mitotic Prometaphase",2,211,0.014785228785649219,0.29360371463352863,0.29360371463352863,9,20,0.0014730794726375489,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9648114;R-HSA-9648017;R-HSA-2484822;R-HSA-375302;R-HSA-380316;R-HSA-380508;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821"
R-HSA-194315,"Signaling by Rho GTPases",5,709,0.049681171606754955,0.2967864296070004,0.2967864296070004,6,203,0.01495175664727112,9606,Homo sapiens,"TUBA1A;ATP6AP1;YWHAQ;C1QBP;TUBA4A","","R-HSA-9013004;R-HSA-9013009;R-HSA-75016;R-HSA-5666169;R-HSA-5672329;R-HSA-9013110"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",1,69,0.004834980029430313,0.29799135776758,0.29799135776758,1,33,0.0024305811298519554,9606,Homo sapiens,"ARF1","","R-HSA-8870499"
R-HSA-3299685,"Detoxification of Reactive Oxygen Species",1,69,0.004834980029430313,0.29799135776758,0.29799135776758,1,34,0.002504235103483833,9606,Homo sapiens,"P4HB","","R-HSA-3341296"
R-HSA-352230,"Amino acid transport across the plasma membrane",1,69,0.004834980029430313,0.29799135776758,0.29799135776758,1,36,0.0026515430507475877,9606,Homo sapiens,"SLC7A8","","R-HSA-352191"
R-HSA-9609690,"HCMV Early Events",2,215,0.015065517483007497,0.30116312847552074,0.30116312847552074,2,12,8.838476835825292E-4,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9614343;R-HSA-9614367"
R-HSA-201681,"TCF dependent signaling in response to WNT",2,216,0.015135589657347067,0.30305119744029174,0.30305119744029174,4,71,0.005229432127863298,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-1504193;R-HSA-4641260;R-HSA-3640874;R-HSA-4641256"
R-HSA-9679506,"SARS-CoV Infections",2,217,0.015205661831686637,0.30493846992858087,0.30493846992858087,1,256,0.018855417249760625,9606,Homo sapiens,"RPN1;DDOST","","R-HSA-9694793"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",5,725,0.05080232639618807,0.31290130620282885,0.31290130620282885,6,212,0.015614642409958017,9606,Homo sapiens,"TUBA1A;ATP6AP1;YWHAQ;C1QBP;TUBA4A","","R-HSA-9013004;R-HSA-9013009;R-HSA-75016;R-HSA-5666169;R-HSA-5672329;R-HSA-9013110"
R-HSA-1483206,"Glycerophospholipid biosynthesis",2,222,0.015556022703384485,0.31436147934209024,0.31436147934209024,1,133,0.0097959784930397,9606,Homo sapiens,"PLD3","","R-HSA-1483142"
R-HSA-1640170,"Cell Cycle",5,734,0.0514329759652442,0.3220245867319622,0.3220245867319622,43,449,0.03307063416071297,9606,Homo sapiens,"TUBA1A;PSMC3;YWHAQ;RPN1;TUBA4A","","R-HSA-9648017;R-HSA-375302;R-HSA-380294;R-HSA-2467809;R-HSA-8852354;R-HSA-2467811;R-HSA-75016;R-HSA-1638803;R-HSA-380303;R-HSA-8852298;R-HSA-264458;R-HSA-9668419;R-HSA-3000319;R-HSA-380311;R-HSA-8852306;R-HSA-68948;R-HSA-380316;R-HSA-380508;R-HSA-69016;R-HSA-2468287;R-HSA-2574845;R-HSA-8853405;R-HSA-3000310;R-HSA-8854044;R-HSA-174105;R-HSA-188191;R-HSA-2574840;R-HSA-9648114;R-HSA-69600;R-HSA-380455;R-HSA-174058;R-HSA-8853419;R-HSA-174255;R-HSA-8854071;R-HSA-75825;R-HSA-2484822;R-HSA-187574;R-HSA-380272;R-HSA-174202;R-HSA-174203;R-HSA-1638821;R-HSA-380283;R-HSA-8852280"
R-HSA-1650814,"Collagen biosynthesis and modifying enzymes",1,76,0.005325485249807301,0.32280721443671734,0.32280721443671734,3,51,0.0037563526552257492,9606,Homo sapiens,"P4HB","","R-HSA-1650808;R-HSA-8948234;R-HSA-2002460"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",1,78,0.0054656295984864415,0.32973714221399364,0.32973714221399364,2,50,0.003682698681593872,9606,Homo sapiens,"XRCC6","","R-HSA-1834939;R-HSA-3134821"
R-HSA-112314,"Neurotransmitter receptors and postsynaptic signal transmission",2,232,0.016256744446780182,0.3331253673977448,0.3331253673977448,3,109,0.008028283125874641,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9610627;R-HSA-9619542;R-HSA-9610408"
R-HSA-9013106,"RHOC GTPase cycle",1,79,0.005535701772826011,0.3331758294753706,0.3331758294753706,1,6,4.419238417912646E-4,9606,Homo sapiens,"C1QBP","","R-HSA-9013110"
R-HSA-5625740,"RHO GTPases activate PKNs",1,80,0.005605773947165581,0.3365971154894847,0.3365971154894847,1,20,0.0014730794726375489,9606,Homo sapiens,"YWHAQ","","R-HSA-75016"
R-HSA-376176,"Signaling by ROBO receptors",2,235,0.016466960969798893,0.33872890793717536,0.33872890793717536,1,60,0.004419238417912646,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-9011313"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",2,235,0.016466960969798893,0.33872890793717536,0.33872890793717536,1,65,0.0047875082860720335,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5607724"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",1,81,0.005675846121505151,0.34000108709727694,0.34000108709727694,3,17,0.0012521175517419166,9606,Homo sapiens,"MAGED1","","R-HSA-205115;R-HSA-204958;R-HSA-205132"
R-HSA-69473,"G2/M DNA damage checkpoint",1,81,0.005675846121505151,0.34000108709727694,0.34000108709727694,1,12,8.838476835825292E-4,9606,Homo sapiens,"YWHAQ","","R-HSA-75016"
R-HSA-1222556,"ROS and RNS production in phagocytes",1,82,0.00574591829584472,0.3433878307123611,0.3433878307123611,1,45,0.0033144288134344846,9606,Homo sapiens,"ATP6V0E2","","R-HSA-1222516"
R-HSA-8951664,"Neddylation",2,241,0.01688739401583631,0.3498946592018224,0.3498946592018224,2,31,0.002283273182588201,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8956184;R-HSA-8956140"
R-HSA-422475,"Axon guidance",4,585,0.040992221988648304,0.3510039630317129,0.3510039630317129,3,298,0.021948884142299476,9606,Homo sapiens,"TUBA1A;PSMC3;RPN1;TUBA4A","","R-HSA-445077;R-HSA-9011313;R-HSA-445071"
R-HSA-1660662,"Glycosphingolipid metabolism",1,86,0.006026206993202999,0.35676423867825857,0.35676423867825857,1,32,0.002356927156220078,9606,Homo sapiens,"PSAP","","R-HSA-1605591"
R-HSA-425407,"SLC-mediated transmembrane transport",3,416,0.02915002452526102,0.35840611981563986,0.35840611981563986,2,191,0.014067908963688591,9606,Homo sapiens,"SLC7A8;SLC25A6","","R-HSA-352191;R-HSA-163215"
R-HSA-69278,"Cell Cycle, Mitotic",4,596,0.04176301590638357,0.36387926889316735,0.36387926889316735,40,350,0.025778890771157102,9606,Homo sapiens,"TUBA1A;PSMC3;RPN1;TUBA4A","","R-HSA-9648017;R-HSA-375302;R-HSA-380294;R-HSA-2467809;R-HSA-8852354;R-HSA-2467811;R-HSA-1638803;R-HSA-380303;R-HSA-8852298;R-HSA-9668419;R-HSA-3000319;R-HSA-380311;R-HSA-8852306;R-HSA-68948;R-HSA-380316;R-HSA-380508;R-HSA-69016;R-HSA-2468287;R-HSA-2574845;R-HSA-8853405;R-HSA-3000310;R-HSA-8854044;R-HSA-174105;R-HSA-188191;R-HSA-2574840;R-HSA-9648114;R-HSA-380455;R-HSA-174058;R-HSA-8853419;R-HSA-174255;R-HSA-8854071;R-HSA-75825;R-HSA-2484822;R-HSA-187574;R-HSA-380272;R-HSA-174202;R-HSA-174203;R-HSA-1638821;R-HSA-380283;R-HSA-8852280"
R-HSA-977225,"Amyloid fiber formation",1,89,0.006236423516221708,0.366619822185539,0.366619822185539,2,33,0.0024305811298519554,9606,Homo sapiens,"ITM2B","","R-HSA-976734;R-HSA-977136"
R-HSA-9645723,"Diseases of programmed cell death",1,90,0.006306495690561278,0.36987180215221993,0.36987180215221993,1,28,0.0020623112616925685,9606,Homo sapiens,"C1QBP","","R-HSA-9645766"
R-HSA-1483249,"Inositol phosphate metabolism",1,90,0.006306495690561278,0.36987180215221993,0.36987180215221993,1,71,0.005229432127863298,9606,Homo sapiens,"PLD3","","R-HSA-1855214"
R-HSA-8878171,"Transcriptional regulation by RUNX1",2,261,0.018288837502627706,0.3866387299764572,0.3866387299764572,1,132,0.009722324519407822,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8957265"
R-HSA-9675108,"Nervous system development",4,621,0.04351482026487282,0.3931138597557706,0.3931138597557706,3,324,0.02386388745672829,9606,Homo sapiens,"TUBA1A;PSMC3;RPN1;TUBA4A","","R-HSA-445077;R-HSA-9011313;R-HSA-445071"
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",1,98,0.0068670730852778365,0.3953016105809236,0.3953016105809236,4,85,0.006260587758709583,9606,Homo sapiens,"P4HB","","R-HSA-9737780;R-HSA-174786;R-HSA-174741;R-HSA-8866329"
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1,103,0.007217433956975685,0.41067838668166734,0.41067838668166734,5,16,0.001178463578110039,9606,Homo sapiens,"PDIA3","","R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-983161;R-HSA-983142"
R-HSA-1474290,"Collagen formation",1,104,0.007287506131315255,0.41370713793858127,0.41370713793858127,3,77,0.005671355969654563,9606,Homo sapiens,"P4HB","","R-HSA-1650808;R-HSA-8948234;R-HSA-2002460"
R-HSA-193704,"p75 NTR receptor-mediated signalling",1,110,0.007707939177352673,0.4315598896014321,0.4315598896014321,3,50,0.003682698681593872,9606,Homo sapiens,"MAGED1","","R-HSA-205115;R-HSA-204958;R-HSA-205132"
R-HSA-9614085,"FOXO-mediated transcription",1,110,0.007707939177352673,0.4315598896014321,0.4315598896014321,2,85,0.006260587758709583,9606,Homo sapiens,"YWHAQ","","R-HSA-9614562;R-HSA-9614423"
R-HSA-9009391,"Extra-nuclear estrogen signaling",1,111,0.007778011351692243,0.4344827631953545,0.4344827631953545,2,38,0.0027988509980113427,9606,Homo sapiens,"DAP","","R-HSA-9632868;R-HSA-9632873"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",1,114,0.007988227874710952,0.4431627341158263,0.4431627341158263,2,38,0.0027988509980113427,9606,Homo sapiens,"TMED2","","R-HSA-1912382;R-HSA-1912379"
R-HSA-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",1,120,0.00840866092074837,0.4601303512707179,0.4601303512707179,1,3,2.209619208956323E-4,9606,Homo sapiens,"EIF4H","","R-HSA-156823"
R-HSA-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",1,120,0.00840866092074837,0.4601303512707179,0.4601303512707179,1,3,2.209619208956323E-4,9606,Homo sapiens,"EIF4H","","R-HSA-72619"
R-HSA-6803157,"Antimicrobial peptides",1,123,0.00861887744376708,0.46842189425712455,0.46842189425712455,1,58,0.0042719304706488916,9606,Homo sapiens,"CHGA","","R-HSA-6808566"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",3,498,0.03489594282110574,0.47075413840542757,0.47075413840542757,5,484,0.03564852323782868,9606,Homo sapiens,"OS9;PSMC3;RPN1","","R-HSA-5387392;R-HSA-5362450;R-HSA-5483238;R-HSA-5387386;R-HSA-5387389"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",1,126,0.00882909396678579,0.4765878102587072,0.4765878102587072,2,34,0.002504235103483833,9606,Homo sapiens,"YWHAQ","","R-HSA-5632738;R-HSA-5632732"
R-HSA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",2,315,0.022072734916964473,0.4809087314430016,0.4809087314430016,1,9,6.628857626868969E-4,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-983150"
R-HSA-1592230,"Mitochondrial biogenesis",1,128,0.00896923831546493,0.4819628897254228,0.4819628897254228,1,36,0.0026515430507475877,9606,Homo sapiens,"ATP5F1A","","R-HSA-8949580"
R-HSA-72613,"Eukaryotic Translation Initiation",1,130,0.009109382664144069,0.487283519336305,0.487283519336305,7,21,0.0015467334462694261,9606,Homo sapiens,"EIF4H","","R-HSA-156823;R-HSA-72647;R-HSA-72697;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621"
R-HSA-72737,"Cap-dependent Translation Initiation",1,130,0.009109382664144069,0.487283519336305,0.487283519336305,6,18,0.0013257715253737938,9606,Homo sapiens,"EIF4H","","R-HSA-72647;R-HSA-72697;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621"
R-HSA-1257604,"PIP3 activates AKT signaling",2,319,0.022353023614322752,0.48754937364692097,0.48754937364692097,1,86,0.00633424173234146,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8850992"
R-HSA-5673001,"RAF/MAP kinase cascade",2,322,0.022563240137341463,0.4924959634504644,0.4924959634504644,1,75,0.005524048022390808,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5658430"
R-HSA-5684996,"MAPK1/MAPK3 signaling",2,329,0.02305374535771845,0.5039233798777144,0.5039233798777144,1,82,0.00603962583781395,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5658430"
R-HSA-6809371,"Formation of the cornified envelope",1,138,0.009669960058860626,0.5080323390632843,0.5080323390632843,8,27,0.0019886572880606908,9606,Homo sapiens,"KRT8","","R-HSA-6810357;R-HSA-6811539;R-HSA-6814387;R-HSA-8942224;R-HSA-6814734;R-HSA-6814764;R-HSA-6814298;R-HSA-6810937"
R-HSA-195721,"Signaling by WNT",2,332,0.02326396188073716,0.5087711104704682,0.5087711104704682,6,157,0.011563673860204758,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-4608855;R-HSA-1504193;R-HSA-4641260;R-HSA-2130282;R-HSA-3640874;R-HSA-4641256"
R-HSA-8956319,"Nucleotide catabolism",1,144,0.010090393104898045,0.523048357565542,0.523048357565542,2,63,0.004640200338808279,9606,Homo sapiens,"ENTPD3","","R-HSA-8851110;R-HSA-8851129"
R-HSA-163685,"Integration of energy metabolism",1,145,0.010160465279237614,0.5255066921437819,0.5255066921437819,2,62,0.004566546365176402,9606,Homo sapiens,"ADIPOR1","","R-HSA-8848663;R-HSA-163691"
R-HSA-112315,"Transmission across Chemical Synapses",2,343,0.024034755798472425,0.5262863411102489,0.5262863411102489,3,163,0.012005597701996022,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9610627;R-HSA-9619542;R-HSA-9610408"
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",1,153,0.010721042673954172,0.5447286579299995,0.5447286579299995,3,31,0.002283273182588201,9606,Homo sapiens,"ATP5F1A","","R-HSA-164834;R-HSA-164832;R-HSA-164840"
R-HSA-428157,"Sphingolipid metabolism",1,158,0.011071403545652022,0.5563502064769952,0.5563502064769952,1,64,0.004713854312440156,9606,Homo sapiens,"PSAP","","R-HSA-1605591"
R-HSA-73887,"Death Receptor Signalling",1,159,0.011141475719991592,0.5586391571387688,0.5586391571387688,3,93,0.006849819547764602,9606,Homo sapiens,"MAGED1","","R-HSA-205115;R-HSA-204958;R-HSA-205132"
R-HSA-9006925,"Intracellular signaling by second messengers",2,366,0.02564641580828253,0.5615582979473231,0.5615582979473231,1,114,0.008396552994034029,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-8850992"
R-HSA-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",1,165,0.01156190876602901,0.5721302770027535,0.5721302770027535,1,75,0.005524048022390808,9606,Homo sapiens,"SLC7A8","","R-HSA-352191"
R-HSA-5693532,"DNA Double-Strand Break Repair",1,168,0.01177212528904772,0.5787224819894565,0.5787224819894565,10,111,0.008175591073138396,9606,Homo sapiens,"XRCC6","","R-HSA-5693574;R-HSA-5693575;R-HSA-5693604;R-HSA-5687360;R-HSA-5693599;R-HSA-5693615;R-HSA-5687183;R-HSA-5686924;R-HSA-5693533;R-HSA-5693578"
R-HSA-5683057,"MAPK family signaling cascades",2,380,0.026627426249036506,0.5821138193689265,0.5821138193689265,2,122,0.008985784783089047,9606,Homo sapiens,"PSMC3;RPN1","","R-HSA-5658430;R-HSA-5687112"
R-HSA-9610379,"HCMV Late Events",1,175,0.012262630509424707,0.5937172346752574,0.5937172346752574,2,19,0.0013994254990056714,9606,Homo sapiens,"HNRNPK","","R-HSA-9624033;R-HSA-9698926"
R-HSA-9711097,"Cellular response to starvation",1,176,0.012332702683764277,0.5958159167982056,0.5958159167982056,8,28,0.0020623112616925685,9606,Homo sapiens,"ATP6V0E2","","R-HSA-9640195;R-HSA-9640167;R-HSA-9639286;R-HSA-9646468;R-HSA-9640168;R-HSA-9645608;R-HSA-9640175;R-HSA-9645598"
R-HSA-162587,"HIV Life Cycle",1,179,0.012542919206782986,0.6020480189744657,0.6020480189744657,3,117,0.008617514914929661,9606,Homo sapiens,"XRCC6","","R-HSA-175174;R-HSA-175258;R-HSA-175177"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",1,183,0.012823207904141265,0.6102102740449213,0.6102102740449213,1,131,0.009648670545775945,9606,Homo sapiens,"HNRNPK","","R-HSA-4570499"
R-HSA-72163,"mRNA Splicing - Major Pathway",1,185,0.012963352252820404,0.614229256622775,0.614229256622775,8,9,6.628857626868969E-4,9606,Homo sapiens,"HNRNPK","","R-HSA-72160;R-HSA-72130;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-5668914,"Diseases of metabolism",2,409,0.02865951930488403,0.6224599958750889,0.6224599958750889,3,190,0.013994254990056713,9606,Homo sapiens,"PSAP","","R-HSA-5688884;R-HSA-5688899;R-HSA-5687875"
R-HSA-2990846,"SUMOylation",1,192,0.013453857473197394,0.627976474666244,0.627976474666244,1,140,0.010311556308462842,9606,Homo sapiens,"HNRNPK","","R-HSA-4570499"
R-HSA-72172,"mRNA Splicing",1,196,0.013734146170555673,0.6356138939996234,0.6356138939996234,8,14,0.0010311556308462842,9606,Homo sapiens,"HNRNPK","","R-HSA-72160;R-HSA-72130;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-168255,"Influenza Infection",1,200,0.014014434867913952,0.6430966259584747,0.6430966259584747,1,59,0.004345584444280769,9606,Homo sapiens,"SLC25A6","","R-HSA-168878"
R-HSA-375276,"Peptide ligand-binding receptors",1,203,0.01422465139093266,0.6486090226929463,0.6486090226929463,2,77,0.005671355969654563,9606,Homo sapiens,"PSAP","","R-HSA-5336182;R-HSA-5336184"
R-HSA-1280215,"Cytokine Signaling in Immune system",5,1092,0.07651881437881017,0.6653373053600968,0.6653373053600968,8,708,0.05214701333136923,9606,Homo sapiens,"ARF1;PSMC3;RPN1;P4HB","","R-HSA-8950456;R-HSA-8950173;R-HSA-209061;R-HSA-5607731;R-HSA-5668481;R-HSA-8950113;R-HSA-5668520;R-HSA-8950183"
R-HSA-397014,"Muscle contraction",1,213,0.014925373134328358,0.6663841333110883,0.6663841333110883,4,42,0.0030934668925388523,9606,Homo sapiens,"TMOD1","","R-HSA-390597;R-HSA-390598;R-HSA-390593;R-HSA-390595"
R-HSA-71291,"Metabolism of amino acids and derivatives",3,665,0.04659799593581389,0.6670257937880654,0.6670257937880654,2,285,0.02099138248508507,9606,Homo sapiens,"PSMC3;RPN1;SERINC1","","R-HSA-353125;R-HSA-8932980"
R-HSA-71387,"Metabolism of carbohydrates",2,456,0.03195291149884381,0.6814768908317369,0.6814768908317369,2,243,0.017897915592546217,9606,Homo sapiens,"GAPDH","","R-HSA-70449;R-HSA-70482"
R-HSA-9012999,"RHO GTPase cycle",2,460,0.032233200196202086,0.6861419704410827,0.6861419704410827,3,91,0.006702511600500847,9606,Homo sapiens,"ATP6AP1;C1QBP","","R-HSA-9013004;R-HSA-9013009;R-HSA-9013110"
R-HSA-6805567,"Keratinization",1,226,0.015836311400742764,0.6881716260536672,0.6881716260536672,15,34,0.002504235103483833,9606,Homo sapiens,"KRT8","","R-HSA-6806629;R-HSA-6805573;R-HSA-6814734;R-HSA-6814764;R-HSA-6805546;R-HSA-6806613;R-HSA-6810357;R-HSA-6811539;R-HSA-6814387;R-HSA-6806610;R-HSA-6809393;R-HSA-6809663;R-HSA-8942224;R-HSA-6814298;R-HSA-6810937"
R-HSA-162582,"Signal Transduction",14,2997,0.21000630649569055,0.693221203054241,0.693221203054241,45,2454,0.18074685129262724,9606,Homo sapiens,"ATP6AP1;MAGED1;RPN1;TUBA4A;DAP;TUBA1A;OS9;PSMC3;YWHAQ;C1QBP;PSAP;TMED2;P4HB;ATP6V0E2","","R-HSA-5362448;R-HSA-749454;R-HSA-9013004;R-HSA-5635868;R-HSA-75016;R-HSA-2130282;R-HSA-5362459;R-HSA-205132;R-HSA-5610757;R-HSA-5358336;R-HSA-4608855;R-HSA-5610758;R-HSA-5362437;R-HSA-5358340;R-HSA-1504193;R-HSA-5610754;R-HSA-5362441;R-HSA-9013009;R-HSA-5610767;R-HSA-5635854;R-HSA-749456;R-HSA-3640874;R-HSA-5610760;R-HSA-204958;R-HSA-5687112;R-HSA-5672329;R-HSA-74723;R-HSA-1912382;R-HSA-1912379;R-HSA-5336182;R-HSA-5658430;R-HSA-5336184;R-HSA-4641260;R-HSA-380073;R-HSA-4641256;R-HSA-5666169;R-HSA-9604642;R-HSA-5252133;R-HSA-9632868;R-HSA-8850992;R-HSA-5610733;R-HSA-205115;R-HSA-9632873;R-HSA-5362412;R-HSA-9013110"
R-HSA-1428517,"The citric acid (TCA) cycle and respiratory electron transport",1,238,0.0166771774928176,0.7070343570789526,0.7070343570789526,3,67,0.004934816233335788,9606,Homo sapiens,"ATP5F1A","","R-HSA-164834;R-HSA-164832;R-HSA-164840"
R-HSA-112316,"Neuronal System",2,489,0.03426529325204961,0.7183362564222109,0.7183362564222109,3,216,0.015909258304485526,9606,Homo sapiens,"TUBA1A;TUBA4A","","R-HSA-9610627;R-HSA-9619542;R-HSA-9610408"
R-HSA-72203,"Processing of Capped Intron-Containing Pre-mRNA",1,256,0.01793847663092986,0.733237484012292,0.733237484012292,9,32,0.002356927156220078,9606,Homo sapiens,"HNRNPK","","R-HSA-72160;R-HSA-72130;R-HSA-72103;R-HSA-156661;R-HSA-72139;R-HSA-72107;R-HSA-72124;R-HSA-72143;R-HSA-72127"
R-HSA-15869,"Metabolism of nucleotides",1,256,0.01793847663092986,0.733237484012292,0.733237484012292,2,141,0.01038521028209472,9606,Homo sapiens,"ENTPD3","","R-HSA-8851110;R-HSA-8851129"
R-HSA-196849,"Metabolism of water-soluble vitamins and cofactors",1,256,0.01793847663092986,0.733237484012292,0.733237484012292,1,144,0.01060617220299035,9606,Homo sapiens,"CYB5R3","","R-HSA-198824"
