Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-9607240,FLT3 Signaling,13,311,0.021827625,0.995660127,,0.995660127,30,61,0.004956126,9606,Homo sapiens,Ret;Egf;Rasa1;Braf;Ppp2r5a;Rasgrf2;Stat5b;Pde3b;Cul3;Ranbp9;Psmb9;Jak2;Pdk1,,R-HSA-9645137;R-HSA-5672980;R-HSA-5674132;R-HSA-109701;R-HSA-5672978;R-HSA-5674130;R-HSA-109702;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-9645126;R-HSA-5658435;R-HSA-5672960;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-9645134;R-HSA-5672969;R-HSA-5672950;R-HSA-5658231;R-HSA-5672951;R-HSA-5658430;R-HSA-5675198;R-HSA-5672957;R-HSA-5658424;R-HSA-5675431;R-HSA-162363;R-HSA-162425;R-HSA-5675433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-173623,Classical antibody-mediated complement activation,2,97,0.006807973,0.995669164,,0.995669164,2,2,1.62E-04,9606,Homo sapiens,C1qb,,R-HSA-173626;R-HSA-173631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),1,70,0.00491297,0.995816836,,0.995816836,30,42,0.003412415,9606,Homo sapiens,Nfyb,,R-HSA-1655833;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-2426150;R-HSA-1655837;R-HSA-2426147;R-HSA-1655839;R-HSA-2426146;R-HSA-2426157;R-HSA-2426156;R-HSA-1655824;R-HSA-1655827;R-HSA-2426158;R-HSA-1655826;R-HSA-2426152;R-HSA-2426155;R-HSA-2426164;R-HSA-2426161;R-HSA-2426163;R-HSA-1655823;R-HSA-2426162;R-HSA-2065966;R-HSA-1655848;R-HSA-1655850;R-HSA-1655852;R-HSA-1655843;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-211976,Endogenous sterols,1,70,0.00491297,0.995816836,,0.995816836,1,18,0.001462463,9606,Homo sapiens,Cyp39a1,,R-HSA-192178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-196071,Metabolism of steroid hormones,1,70,0.00491297,0.995816836,,0.995816836,1,38,0.003087423,9606,Homo sapiens,Hsd17b11,,R-HSA-5693390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-373755,Semaphorin interactions,1,70,0.00491297,0.995816836,,0.995816836,1,40,0.003249919,9606,Homo sapiens,Cd72,,R-HSA-373748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5689603,UCH proteinases,2,98,0.006878158,0.995959729,,0.995959729,3,11,8.94E-04,9606,Homo sapiens,Psmb9;Bard1,,R-HSA-5689649;R-HSA-5665854;R-HSA-5665871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",5,165,0.011580573,0.996065232,,0.996065232,6,67,0.005443614,9606,Homo sapiens,Slc6a19;Slc22a4;Slc40a1;Emb,,R-HSA-549241;R-HSA-904830;R-HSA-375473;R-HSA-433698;R-HSA-442368;R-HSA-549297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-449147,Signaling by Interleukins,33,639,0.0448484,0.996070007,,0.996070007,198,490,0.039811505,9606,Homo sapiens,Pdcd4;Nod1;Il15ra;Ptpn4;S1pr1;Ccr5;Psmb9;Jak2;Lyn;Il13ra1;Mapkapk3;Il18bp;Syk;Irak2;Rorc;Rora;Vav1;Rps6ka5;Stat5b;Il6ra;Rps6ka2;Il1r1;Lcp1;Ctf1;Pik3r3,,R-HSA-452102;R-HSA-452097;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-198669;R-HSA-8950426;R-HSA-913424;R-HSA-8950423;R-HSA-6786118;R-HSA-8950441;R-HSA-6783556;R-HSA-6786114;R-HSA-507937;R-HSA-913451;R-HSA-6783552;R-HSA-6786124;R-HSA-8937656;R-HSA-8950448;R-HSA-8950453;R-HSA-8937654;R-HSA-6783524;R-HSA-6786095;R-HSA-6786092;R-HSA-921155;R-HSA-6783530;R-HSA-6786101;R-HSA-450133;R-HSA-6809140;R-HSA-6786096;R-HSA-6786110;R-HSA-198746;R-HSA-449115;R-HSA-8950485;R-HSA-1112690;R-HSA-6786050;R-HSA-198756;R-HSA-6786058;R-HSA-1067646;R-HSA-1112703;R-HSA-6786070;R-HSA-6788628;R-HSA-9008894;R-HSA-914036;R-HSA-8950518;R-HSA-6786072;R-HSA-912527;R-HSA-1067667;R-HSA-6785762;R-HSA-1112727;R-HSA-8848395;R-HSA-8987141;R-HSA-8848392;R-HSA-1295516;R-HSA-1067651;R-HSA-1112708;R-HSA-1067659;R-HSA-447130;R-HSA-8987156;R-HSA-8987179;R-HSA-1112755;R-HSA-209061;R-HSA-6783681;R-HSA-1295540;R-HSA-450222;R-HSA-6784204;R-HSA-446634;R-HSA-9009700;R-HSA-1067688;R-HSA-446648;R-HSA-8950340;R-HSA-199895;R-HSA-8950364;R-HSA-450257;R-HSA-446684;R-HSA-8950354;R-HSA-6784189;R-HSA-8987220;R-HSA-446694;R-HSA-446692;R-HSA-199910;R-HSA-6785165;R-HSA-446701;R-HSA-8981093;R-HSA-912629;R-HSA-168184;R-HSA-199935;R-HSA-447226;R-HSA-912627;R-HSA-8983425;R-HSA-8983424;R-HSA-914182;R-HSA-8985988;R-HSA-6785898;R-HSA-8987033;R-HSA-447252;R-HSA-8865693;R-HSA-450333;R-HSA-879917;R-HSA-8952749;R-HSA-8983983;R-HSA-879914;R-HSA-450337;R-HSA-879909;R-HSA-879910;R-HSA-450346;R-HSA-879907;R-HSA-879934;R-HSA-8983996;R-HSA-9012671;R-HSA-879930;R-HSA-9025969;R-HSA-879925;R-HSA-445757;R-HSA-445752;R-HSA-445753;R-HSA-9008587;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950721;R-HSA-8950210;R-HSA-879942;R-HSA-879937;R-HSA-508247;R-HSA-8983003;R-HSA-8983519;R-HSA-8983518;R-HSA-8950737;R-HSA-912727;R-HSA-8984021;R-HSA-8984023;R-HSA-919404;R-HSA-8987104;R-HSA-8983011;R-HSA-8950757;R-HSA-8952807;R-HSA-8848370;R-HSA-8950269;R-HSA-912757;R-HSA-6785821;R-HSA-508282;R-HSA-8952823;R-HSA-6788582;R-HSA-8950537;R-HSA-8983307;R-HSA-508292;R-HSA-8983309;R-HSA-446862;R-HSA-8983299;R-HSA-8983300;R-HSA-9006873;R-HSA-446868;R-HSA-8983835;R-HSA-8983834;R-HSA-9006870;R-HSA-8985900;R-HSA-8950063;R-HSA-909738;R-HSA-446894;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-1112510;R-HSA-8983335;R-HSA-5696482;R-HSA-8983870;R-HSA-8950591;R-HSA-6788571;R-HSA-449976;R-HSA-8950583;R-HSA-8985929;R-HSA-8983371;R-HSA-8983373;R-HSA-8983374;R-HSA-8983872;R-HSA-8983876;R-HSA-8983878;R-HSA-8983384;R-HSA-1112514;R-HSA-913374;R-HSA-913371;R-HSA-8985950;R-HSA-913370;R-HSA-8983379;R-HSA-8983378;R-HSA-8865626;R-HSA-8986985;R-HSA-6790022;R-HSA-1112565;R-HSA-450031;R-HSA-8983394;R-HSA-453111;R-HSA-6790036;R-HSA-453104;R-HSA-8950128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-8963743,Digestion and absorption,1,71,0.004983156,0.996132401,,0.996132401,1,30,0.002437439,9606,Homo sapiens,Gucy2c;Plbd1,,R-HSA-8936214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5684996,MAPK1/MAPK3 signaling,12,297,0.020845031,0.99627075,,0.99627075,26,46,0.003737407,9606,Homo sapiens,Ret;Rasgrf2;Il6ra;Egf;Rasa1;Cdk1;Cul3;Braf;Ranbp9;Psmb9;Jak2;Ppp2r5a,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674140;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5658435;R-HSA-5672960;R-HSA-112342;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-109857;R-HSA-5672950;R-HSA-5658231;R-HSA-5672951;R-HSA-109858;R-HSA-5658430;R-HSA-5675198;R-HSA-5672957;R-HSA-5658424;R-HSA-5675431;R-HSA-5675433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5690714,CD22 mediated BCR regulation,1,72,0.005053341,0.996424181,,0.996424181,1,4,3.25E-04,9606,Homo sapiens,Lyn,,R-HSA-5690702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-1169091,Activation of NF-kappaB in B cells,1,72,0.005053341,0.996424181,,0.996424181,1,10,8.12E-04,9606,Homo sapiens,Psmb9,,R-HSA-1168640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5358346,Hedgehog ligand biogenesis,1,72,0.005053341,0.996424181,,0.996424181,1,15,0.00121872,9606,Homo sapiens,Psmb9,,R-HSA-5362448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-389661,Glyoxylate metabolism and glycine degradation,1,72,0.005053341,0.996424181,,0.996424181,1,23,0.001868703,9606,Homo sapiens,Ddo,,R-HSA-6810076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2980736,Peptide hormone metabolism,4,147,0.010317238,0.996678591,,0.996678591,10,63,0.005118622,9606,Homo sapiens,Ins1;Anpep;Tcf4;Inhbb,,R-HSA-9023163;R-HSA-381799;R-HSA-9023178;R-HSA-9023196;R-HSA-422048;R-HSA-2022393;R-HSA-378975;R-HSA-9023171;R-HSA-265160;R-HSA-9023173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2187338,Visual phototransduction,5,168,0.011791129,0.996681331,,0.996681331,6,92,0.007474813,9606,Homo sapiens,Dhrs3;Sdc4;Sdc3;Nmt2;Hbp1;Gpihbp1,,R-HSA-2465940;R-HSA-2534087;R-HSA-2404131;R-HSA-2395768;R-HSA-2423785;R-HSA-2429643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-68949,Orc1 removal from chromatin,1,73,0.005123526,0.996693967,,0.996693967,1,4,3.25E-04,9606,Homo sapiens,Psmb9,,R-HSA-68948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5619115,Disorders of transmembrane transporters,11,282,0.019792252,0.996708648,,0.996708648,13,88,0.007149821,9606,Homo sapiens,Abca1;Slc6a19;Abcc2;Slc35a3;Slc22a4;Abcb4;Slc29a3;Slc40a1;Slc12a6;Psmb9;Slc17a5,,R-HSA-5659734;R-HSA-5653622;R-HSA-5679031;R-HSA-5655733;R-HSA-5655760;R-HSA-5682111;R-HSA-5678749;R-HSA-5623806;R-HSA-8866858;R-HSA-5621402;R-HSA-5628807;R-HSA-5624239;R-HSA-5625674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2682334,EPH-Ephrin signaling,2,101,0.007088714,0.996721294,,0.996721294,17,56,0.004549886,9606,Homo sapiens,Lyn;Rasa1,,R-HSA-3928602;R-HSA-3928607;R-HSA-4093339;R-HSA-4093336;R-HSA-3928604;R-HSA-3928627;R-HSA-4093330;R-HSA-4093331;R-HSA-3928628;R-HSA-3928651;R-HSA-4093327;R-HSA-3928648;R-HSA-3928584;R-HSA-3928623;R-HSA-3928642;R-HSA-3928583;R-HSA-3928645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-381070,IRE1alpha activates chaperones,2,101,0.007088714,0.996721294,,0.996721294,1,53,0.004306142,9606,Homo sapiens,Ctdsp2,,R-HSA-1791130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-68882,Mitotic Anaphase,7,208,0.01459854,0.996730614,,0.996730614,7,11,8.94E-04,9606,Homo sapiens,Cenpp;Nde1;Pttg1;Ube2d1;Stag2;Psmb9;Ppp2r5a,,R-HSA-174144;R-HSA-2467798;R-HSA-2467809;R-HSA-2545203;R-HSA-2467811;R-HSA-174202;R-HSA-174121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-73857,RNA Polymerase II Transcription,102,1664,0.116788321,0.996824245,,0.996824245,214,872,0.070848229,9606,Homo sapiens,Ins1;Btg1;Rrm2b;Bmi1;Ctso;Cox7a2l;Fyttd1;Akt3;Esrrg;Tfdp2;Cdkn2a;Bcl2l14;Pdk1;Txnip;Nr1h3;Zfp386;Pparg;Cnot6l;Gtf2a1;Zkscan16;Gtf2a2;Trp53inp1;Zfp667;Upf3b;Ube2d1;Thbs1;Foxp2;Zfp949;Cds1;Nr3c2;Nr3c1;Pink1;Nfyb;Sumo1;Ccng1;Ccng2;Zfp65;Rassf4;Papola;Ptpn4;Bard1;Taf9b;Igfbp3;Wrn;Zfp874a;Hist2h2be;Nedd4l;Psmb9;Kat2b;Fbxo32;Cbx5;Thrb;Cnot7;Cav1;Rorc;Ppargc1a;Rora;Pten;E2f1;Cdk1;Tcf4;Prdm1;Atm,,R-HSA-8936584;R-HSA-8938121;R-HSA-8937097;R-HSA-9623192;R-HSA-9009282;R-HSA-8878220;R-HSA-8951428;R-HSA-6800490;R-HSA-8877192;R-HSA-8937113;R-HSA-9623168;R-HSA-6805620;R-HSA-8937118;R-HSA-6810238;R-HSA-8878237;R-HSA-8951442;R-HSA-8951443;R-HSA-6810235;R-HSA-6810234;R-HSA-6810233;R-HSA-8936599;R-HSA-8936616;R-HSA-8878243;R-HSA-9613494;R-HSA-8936621;R-HSA-8936608;R-HSA-9613497;R-HSA-69685;R-HSA-8936628;R-HSA-8954056;R-HSA-9615570;R-HSA-9615571;R-HSA-6798372;R-HSA-109637;R-HSA-109636;R-HSA-109639;R-HSA-109638;R-HSA-75850;R-HSA-75856;R-HSA-8865491;R-HSA-75861;R-HSA-6799409;R-HSA-75862;R-HSA-75864;R-HSA-9623240;R-HSA-9009362;R-HSA-75866;R-HSA-8953556;R-HSA-75869;R-HSA-8865498;R-HSA-6799416;R-HSA-75873;R-HSA-6804998;R-HSA-9623280;R-HSA-6804996;R-HSA-9623281;R-HSA-376419;R-HSA-8865505;R-HSA-8954082;R-HSA-6798347;R-HSA-6798353;R-HSA-9007625;R-HSA-199299;R-HSA-6804194;R-HSA-2032794;R-HSA-6804193;R-HSA-9007631;R-HSA-8937989;R-HSA-1980047;R-HSA-9007640;R-HSA-8949276;R-HSA-382096;R-HSA-8936989;R-HSA-9007647;R-HSA-6791409;R-HSA-9007646;R-HSA-8936979;R-HSA-6799097;R-HSA-9622579;R-HSA-9624624;R-HSA-6798031;R-HSA-8936481;R-HSA-8936995;R-HSA-75949;R-HSA-8937016;R-HSA-9620515;R-HSA-9624611;R-HSA-8952382;R-HSA-6795473;R-HSA-8937022;R-HSA-6804191;R-HSA-6798044;R-HSA-6804188;R-HSA-8949301;R-HSA-9622572;R-HSA-2032800;R-HSA-6792871;R-HSA-6814885;R-HSA-6800035;R-HSA-8937037;R-HSA-6800044;R-HSA-6800042;R-HSA-975040;R-HSA-9625693;R-HSA-8952408;R-HSA-8937050;R-HSA-73946;R-HSA-9622604;R-HSA-8953452;R-HSA-9017441;R-HSA-9017447;R-HSA-6805640;R-HSA-9625699;R-HSA-349426;R-HSA-6792863;R-HSA-6791327;R-HSA-6791323;R-HSA-9007220;R-HSA-5693609;R-HSA-9007496;R-HSA-9624976;R-HSA-9620891;R-HSA-349455;R-HSA-9624985;R-HSA-3234081;R-HSA-8939929;R-HSA-9007514;R-HSA-3234084;R-HSA-77592;R-HSA-3234094;R-HSA-9620915;R-HSA-5632887;R-HSA-5632892;R-HSA-9007522;R-HSA-8877493;R-HSA-6814549;R-HSA-9007546;R-HSA-8939963;R-HSA-9009085;R-HSA-8877490;R-HSA-8961982;R-HSA-6814559;R-HSA-6814555;R-HSA-6814554;R-HSA-9007561;R-HSA-6797606;R-HSA-6792491;R-HSA-6804266;R-HSA-6804276;R-HSA-1484099;R-HSA-75095;R-HSA-9007582;R-HSA-6797616;R-HSA-6804741;R-HSA-9008110;R-HSA-9007591;R-HSA-9006585;R-HSA-9006588;R-HSA-9007615;R-HSA-4396347;R-HSA-9007605;R-HSA-6805785;R-HSA-9007606;R-HSA-6799332;R-HSA-2318752;R-HSA-9621270;R-HSA-212356;R-HSA-163214;R-HSA-8865546;R-HSA-8939801;R-HSA-8952081;R-HSA-4411357;R-HSA-3215251;R-HSA-8877348;R-HSA-4411367;R-HSA-8877345;R-HSA-6798282;R-HSA-8952101;R-HSA-8877879;R-HSA-8935740;R-HSA-5632993;R-HSA-2127257;R-HSA-8935730;R-HSA-8877884;R-HSA-8935731;R-HSA-9621289;R-HSA-6804955;R-HSA-8877369;R-HSA-6803875;R-HSA-198599;R-HSA-8877391;R-HSA-2176491;R-HSA-9620828;R-HSA-9008475;R-HSA-198609;R-HSA-8877396;R-HSA-2321904;R-HSA-9617735;R-HSA-2176502;R-HSA-8957265;R-HSA-6793661;R-HSA-6798268;R-HSA-9006422;R-HSA-8877414;R-HSA-9623415;R-HSA-6804879;R-HSA-8877421;R-HSA-173545;R-HSA-6805399;R-HSA-8939900;R-HSA-72180;R-HSA-9620837;R-HSA-6797712;R-HSA-5632939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-74259,Purine catabolism,1,74,0.005193711,0.996943415,,0.996943415,1,28,0.002274943,9606,Homo sapiens,Adprm,,R-HSA-5696049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-5663220,RHO GTPases Activate Formins,4,149,0.010457608,0.997055647,,0.997055647,6,27,0.002193695,9606,Homo sapiens,Fmnl2;Cenpp;Nde1;Ppp2r5a,,R-HSA-5665751;R-HSA-5665748;R-HSA-5666160;R-HSA-5666129;R-HSA-5665727;R-HSA-5666169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-2029481,FCGR activation,2,103,0.007229085,0.997148654,,0.997148654,3,6,4.87E-04,9606,Homo sapiens,Lyn;Syk,,R-HSA-2029452;R-HSA-2029449;R-HSA-2029459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-211981,Xenobiotics,1,75,0.005263897,0.997174058,,0.997174058,1,22,0.001787455,9606,Homo sapiens,Cyp1a1,,R-HSA-76472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-HSA-68886,M Phase,17,390,0.027372263,0.997190491,,0.997190491,39,66,0.005362366,9606,Homo sapiens,Prkar2b;Nde1;Pttg1;Nek7;Cetn2;Stag2;Ppp2r5a;Appl2;Cenpp;Hist2h2be;Ube2d1;Cep70;Cdk1;Haus4;Psmb9;Haus2,,R-HSA-2514854;R-HSA-2245218;R-HSA-174144;R-HSA-375302;R-HSA-2288097;R-HSA-2545253;R-HSA-2467809;R-HSA-5195402;R-HSA-2467811;R-HSA-1638803;R-HSA-2294574;R-HSA-2990880;R-HSA-2990882;R-HSA-2545203;R-HSA-2294580;R-HSA-380316;R-HSA-380508;R-HSA-2468287;R-HSA-2294590;R-HSA-2980720;R-HSA-2468293;R-HSA-2430533;R-HSA-2172678;R-HSA-2294600;R-HSA-174121;R-HSA-5244669;R-HSA-2468040;R-HSA-2984258;R-HSA-2984220;R-HSA-2466068;R-HSA-2470935;R-HSA-380278;R-HSA-2484822;R-HSA-2467798;R-HSA-2172183;R-HSA-2301205;R-HSA-2467794;R-HSA-174202;R-HSA-1638821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
