Gene Name	deltaFC_Female	interaction_padj_Female	FC_Female_6hr_TGvsDMSO	padj_Female_6hr_TGvsDMSO	FC_Female_12hr_TGvsDMSO	padj_Female_12hr_TGvsDMSO
Tekt1	-2.467422224	NA	-0.205334546	0.9499359	-2.67275677	0.419825127
Tekt2	-0.579703799	0.259656777	-0.299497442	0.239903758	-0.879201241	0.001169684
Tekt4	-0.19033612	NA	-0.461025818	0.781273111	-0.651361938	0.725950903
Tekt5	-1.879601395	NA	-0.128291136	0.88757406	-2.007892531	0.011131396
Telo2	0.094208464	0.743420877	0.310946819	0.00196684	0.405155282	0.000364403
Ten1	0.248459393	0.357697165	-0.002271844	0.989176727	0.246187549	0.084112053
Tenm1	-0.838201971	NA	-0.000306996	0.999955275	-0.838508967	0.60598658
Tenm2	0.239228956	0.106269453	0.28072978	9.56E-05	0.519958735	8.53E-11
Tenm3	-0.374956377	0.00569584	-0.81152728	1.02E-30	-1.186483657	8.24E-49
Tenm4	1.412722391	8.02E-24	0.613080332	9.65E-12	2.025802723	4.31E-89
Tep1	-0.016356996	0.957639693	-0.227021461	0.014477183	-0.243378457	0.021376847
Terc	-0.93844998	NA	0.498259743	0.718270303	-0.440190237	0.755837097
Terf1	-0.116874042	0.784451322	0.21420813	0.182587142	0.097334087	0.625305559
Terf2	-0.369660334	0.004636521	0.114625009	0.147921685	-0.255035325	0.002455703
Terf2ip	0.019921658	0.939391336	-0.002994463	0.978486676	0.016927195	0.887718477
Tert	-0.142088915	0.731864745	-0.738415957	1.77E-07	-0.880504872	4.55E-08
Tes	0.052161089	0.763167035	0.669499516	1.01E-32	0.721660605	5.14E-29
Tesc	-0.42224011	0.242740217	-0.134628519	0.488167392	-0.556868629	0.004004331
Tescl	0.381622566	0.863724214	-0.047956903	0.9616523	0.333665663	0.739995951
Tesk1	-0.017313413	0.952596598	0.374000811	8.53E-06	0.356687398	0.000255914
Tesk2	-0.180634274	0.768183131	0.186757888	0.456239266	0.006123614	0.985962893
Tet1	-0.58780238	0.25586293	-1.058601217	2.56E-06	-1.646403596	3.07E-10
Tet2	-0.451833578	0.094098068	-0.345907095	0.012088178	-0.797740673	7.36E-08
Tet3	-0.237298117	0.375756281	0.266848587	0.026946344	0.02955047	0.863854817
Tex10	-0.189826058	0.420301669	0.530009549	3.04E-08	0.340183491	0.003149865
Tex11	0.812208099	0.662995406	-0.528485529	0.507197541	0.28372257	0.780527197
Tex14	0.3271416	NA	-0.699971645	0.573765185	-0.372830046	0.799508202
Tex15	1.020821413	NA	-0.31383781	0.781694881	0.706983602	0.579002468
Tex2	-0.101913059	0.503233897	0.307855799	2.25E-07	0.20594274	0.00375209
Tex26	-0.114960236	0.902306526	-0.478248858	0.117787499	-0.593209094	0.098205368
Tex261	0.317040257	0.016134991	0.132302767	0.081402553	0.449343024	1.12E-08
Tex264	0.816056621	1.53E-09	0.615993521	3.62E-14	1.432050142	8.33E-55
Tex30	0.188919731	0.684997042	0.300905612	0.101219644	0.489825343	0.013960563
Tex38	0.569341608	0.752721036	-0.97475868	0.181165029	-0.405417072	0.613679728
Tex9	-0.379866352	0.127147344	0.284669707	0.023122623	-0.095196646	0.560553715
Tfam	0.009689336	0.977197037	0.561718888	2.19E-09	0.571408224	1.55E-07
Tfap2a	-1.508241886	NA	1.681431697	0.493954322	0.173189811	0.954447616
Tfap4	0.194001156	0.613654623	-0.610022789	2.03E-05	-0.416021633	0.015904833
Tfb1m	0.237407469	0.3554392	0.382679482	0.00056717	0.620086951	6.78E-07
Tfb2m	0.206320324	0.513766252	0.321153388	0.013898562	0.527473712	0.000240645
Tfcp2	-0.020819813	0.95653228	0.326516268	0.004068007	0.305696455	0.020299965
Tfcp2l1	0.481432547	0.202035739	0.476885057	0.007415106	0.958317604	1.23E-06
Tfdp1	0.477866854	0.00392696	0.667867344	4.05E-14	1.145734198	2.49E-30
Tfdp2	-0.163967951	0.609610391	-0.14970339	0.279578187	-0.313671341	0.030902855
Tfe3	0.08741679	0.728722325	0.581107144	5.62E-12	0.668523934	6.40E-12
Tfeb	-0.244849031	0.637088176	-0.407236157	0.046726146	-0.652085188	0.00403356
Tfec	-2.158216577	NA	0.311225677	0.891923339	-1.8469909	0.419603082
Tff2	-2.737711182	0.430429929	-0.324134004	0.86287084	-3.061845186	0.093495981
Tff3	-2.768183753	NA	1.434226461	0.422629912	-1.333957291	0.427566015
Tfg	-0.12657244	0.316332448	0.874973487	5.25E-64	0.748401047	4.82E-36
Tfip11	-0.151860091	0.462149738	0.148613445	0.104334718	-0.003246646	0.981957444
Tfpi	-0.347428197	0.625280613	-1.517869072	2.29E-09	-1.865297269	5.93E-10
Tfpi2	0.169810018	0.878894877	-1.178762478	0.000792844	-1.00895246	0.013401321
Tfpt	0.066438914	0.840397932	0.729683218	1.43E-12	0.796122132	3.77E-11
Tfr2	1.994103149	0.005311049	0.947918168	0.019315723	2.942021317	3.15E-11
Tfrc	0.310288665	0.328377157	-0.724468752	7.55E-08	-0.414180087	0.010862836
Tg	1.439470108	NA	1.678821574	0.274826247	3.118291682	0.101883595
Tgds	0.039003969	0.90591327	0.217968863	0.043608776	0.256972832	0.035020271
Tgfa	0.063776694	0.884962918	-1.04546926	4.13E-16	-0.981692566	8.62E-11
Tgfb1	-0.581243664	0.211042188	-1.502129784	1.11E-13	-2.083373448	1.30E-18
Tgfb1i1	-0.775358922	0.332388276	-0.659190315	0.071389791	-1.434549237	0.000388013
Tgfb2	-0.584580496	0.586961167	0.027137332	0.9616523	-0.557443164	0.303174356
Tgfb3	-0.239863016	0.810578076	-0.370094096	0.340744478	-0.609957112	0.148733483
Tgfbi	-0.505346967	0.300213208	-2.10443938	2.23E-25	-2.609786347	9.83E-29
Tgfbr1	-0.203200888	0.520884686	-0.327489728	0.011525428	-0.530690616	0.000207116
Tgfbr2	-0.199013981	0.782839739	-1.239107464	2.40E-07	-1.438121445	1.53E-07
Tgfbr3	-0.031167713	0.947581507	-1.367834367	6.13E-25	-1.39900208	1.24E-19
Tgfbr3l	-0.228361148	0.731864745	0.817993636	0.000486381	0.589632488	0.032789485
Tgfbrap1	-0.190349455	0.106269453	0.086444749	0.17337566	-0.103904707	0.145597573
Tgif1	0.004131144	0.995109295	0.86186455	6.38E-07	0.865995694	1.30E-05
Tgif2	-0.418542934	NA	-0.216046695	0.885607051	-0.634589629	0.684497846
Tgm1	3.145134047	NA	-0.549481601	0.734818714	2.595652446	0.141681423
Tgm2	-1.176479446	0.001980013	-1.198554587	2.59E-09	-2.375034034	4.57E-23
Tgm3	1.650600352	0.220429422	0.834876223	0.209176246	2.485476575	0.000646948
Tgm4	-0.398265158	0.83954959	1.017967039	0.169389859	0.619701881	0.454871129
Tgm5	-2.148837782	0.32824419	-2.242288506	0.000923022	-4.391126288	0.000680722
Tgm7	-0.302346848	NA	0.19544672	0.909644968	-0.106900127	0.955392372
Tgoln1	0.308727568	0.154940067	-0.319031746	0.002291951	-0.010304178	0.949932167
Tgs1	-0.3570732	0.261480807	0.203895202	0.20062513	-0.153177997	0.414742826
Tgtp1	-3.201134442	NA	4.132611363	0.002902038	0.931476921	0.578225762
Tgtp2	-1.564151996	NA	2.604144411	0.018089894	1.039992415	0.505871038
Th	-1.064565115	2.85E-07	-0.684472865	2.77E-08	-1.74903798	5.21E-36
Tha1	-0.408378413	0.178780113	0.251690999	0.101131871	-0.156687414	0.402949744
Thada	-0.279880292	0.080989526	-0.034547872	0.738102846	-0.314428164	0.00058755
Thap1	-0.023658329	0.951315069	0.595428068	5.73E-08	0.571769739	7.45E-06
Thap11	0.048242798	0.887998358	-0.014801802	0.919048548	0.033440996	0.830109418
Thap2	-0.21756587	0.491915637	0.125863693	0.406224935	-0.091702177	0.597111781
Thap3	-0.499097387	0.01809815	0.431267169	0.000114038	-0.067830218	0.665859324
Thap4	0.16266354	0.532026971	0.200338468	0.066165876	0.363002008	0.002388077
Thap6	-0.157920863	0.588657142	0.205772584	0.087913852	0.047851721	0.765805683
Thap7	0.154705441	0.63964562	0.15998947	0.249237527	0.31469491	0.033189845
Thbd	-0.131511419	0.75911889	-0.915113561	6.45E-11	-1.04662498	2.12E-10
Thbs1	-0.287447476	0.368236038	-0.315587026	0.026466313	-0.603034502	0.00012982
Thbs2	-0.865722645	NA	-0.206457797	0.861207224	-1.072180442	0.346621632
Thbs3	-0.067481934	0.809353041	-0.194557844	0.05029178	-0.262039778	0.020166857
Thegl	0.230939779	0.93863381	4.227233712	1.69E-06	4.458173491	1.10E-05
Them4	0.827154735	0.001154979	1.387331015	9.85E-25	2.21448575	3.06E-44
Them6	0.15892184	0.625997745	-0.27239911	0.033498828	-0.11347727	0.492114053
Themis2	-2.001942373	NA	-2.351052266	0.001695213	-4.352994639	0.000622302
Thg1l	0.355790813	0.141449174	0.459053294	4.66E-05	0.814844107	3.65E-10
Thnsl1	0.202526829	0.438468135	-0.382610448	0.000431042	-0.180083619	0.184967635
Thnsl2	0.480580331	0.042932519	0.364823592	0.003667116	0.845403923	3.64E-10
Thoc1	-0.044459775	0.912066553	0.310247685	0.016651546	0.26578791	0.078622054
Thoc2	-0.139631955	0.67198916	-0.223951258	0.084320804	-0.363583213	0.01015689
Thoc3	-0.087025515	0.749174339	0.32185173	0.000576226	0.234826215	0.036214049
Thoc5	0.092434849	0.65754941	0.289169071	0.000155313	0.38160392	1.27E-05
Thoc6	0.072034523	0.841840811	0.443726814	0.000174117	0.515761337	0.000145037
Thoc7	0.049770035	0.8301766	-0.023490774	0.819445007	0.026279261	0.816987572
Thop1	0.007307754	0.988631427	0.133244243	0.423552505	0.140551997	0.453838892
Thpo	-0.439199102	0.728618666	-0.200156788	0.73479038	-0.63935589	0.240358659
Thra	-0.124233127	0.707053554	-0.666660253	4.12E-09	-0.79089338	1.62E-09
Thrap3	-0.156432188	0.28358174	0.08147973	0.269295933	-0.074952458	0.375579666
Thrb	-0.202783919	0.397069796	-0.422047896	2.01E-05	-0.624831815	6.09E-08
Thrsp	-0.716674718	0.511061765	1.078065536	0.018697528	0.361390818	0.533668774
Thsd1	0.495164288	0.67747641	-1.28308594	0.005395897	-0.787921652	0.129269712
Thsd4	-0.139853996	0.504649379	-0.428556711	1.42E-07	-0.568410708	1.19E-09
Thsd7a	-0.295367356	0.541182731	0.618576677	0.000765344	0.323209321	0.186267132
Thtpa	0.030068962	0.902306526	-0.126378932	0.12140821	-0.09630997	0.31964797
Thumpd1	0.139938106	0.532026971	0.050375124	0.652723319	0.19031323	0.076556375
Thumpd2	0.218929578	0.607830518	0.313671318	0.06573685	0.532600895	0.005223246
Thumpd3	-0.066240593	0.805335701	0.593787848	1.25E-11	0.527547255	2.48E-07
Thy1	0.306223014	0.915042221	-0.305632214	0.77643965	0.0005908	1
Thyn1	0.490295042	0.008095993	0.613985717	3.01E-10	1.104280759	1.93E-23
Tia1	-0.285727555	0.374293452	0.012481701	0.948595269	-0.273245854	0.105620882
Tial1	-0.249837311	0.211438316	0.225915072	0.018835833	-0.023922239	0.861738343
Tiam1	0.143895503	0.679982628	0.196453703	0.160574588	0.340349206	0.024407509
Tiam2	-2.72819587	NA	-0.079632505	0.958096832	-2.807828375	0.062777386
Ticam1	-0.189035058	0.447948247	0.697301332	1.84E-12	0.508266274	1.20E-05
Ticam2	-0.431476866	0.809542131	0.489966239	0.511954644	0.058489374	0.951164099
Ticrr	-2.154010776	NA	2.106038314	0.269230076	-0.047972462	0.98300205
Tie1	-0.602071507	0.128746295	-1.276832511	1.73E-12	-1.878904018	5.09E-19
Tifa	0.326013067	0.696487062	0.276227448	0.439664608	0.602240515	0.099742657
Tifab	-0.657441485	0.495602151	-0.905450329	0.024615037	-1.562891813	0.000497402
Tigar	0.1219085	0.450021507	0.02455667	0.778774312	0.146465169	0.069975553
Tigd2	0.305021714	0.18087963	0.439435739	2.77E-05	0.744457453	3.85E-10
Tigd3	-0.07486738	0.955513697	-0.175636186	0.729018421	-0.250503566	0.647787961
Tigd4	-0.830744338	NA	0.520915264	0.768687214	-0.309829074	0.852975299
Tigd5	-0.128625595	0.850241946	0.197641872	0.453587459	0.069016276	0.832650033
Timeless	-0.720463168	0.092135654	-0.159067501	0.523227899	-0.879530669	0.000381871
Timm10	0.296837043	0.324725435	0.475158131	0.000277629	0.771995175	1.75E-07
Timm10b	0.292779309	0.249956977	0.424915672	0.000217531	0.717694981	2.17E-08
Timm13	0.221925896	0.375617133	0.310960641	0.004635332	0.532886537	1.18E-05
Timm17a	0.211341203	0.171751144	0.108902031	0.174744284	0.320243234	0.000114418
Timm17b	0.310292957	0.09333803	0.055965355	0.627206208	0.366258312	0.000441349
Timm21	0.296449818	0.276687957	0.633342539	1.41E-07	0.929792357	2.20E-12
Timm22	0.157499388	0.618234608	0.187899697	0.150219411	0.345399086	0.014795252
Timm23	0.367442022	0.085401949	0.447686598	1.74E-05	0.81512862	3.39E-12
Timm44	-0.015956453	0.952069701	0.291692616	0.000170426	0.275736163	0.002202715
Timm50	0.0988782	0.705313052	-0.073289507	0.516317267	0.025588693	0.853777051
Timm8a1	1.002774157	0.051088459	0.842039468	0.000888131	1.844813625	8.37E-10
Timm8b	0.281019235	0.340453416	-0.359090064	0.006191987	-0.078070828	0.660311709
Timm9	0.038770707	0.921370969	0.594873149	3.18E-07	0.633643856	3.20E-06
Timmdc1	-0.036451662	0.918120623	0.229713464	0.046599764	0.193261802	0.154751725
Timp1	-0.904201578	0.601596055	-1.258237869	0.080517184	-2.162439447	0.004293243
Timp2	-0.561008424	0.028546229	-1.063181662	3.09E-17	-1.624190085	6.62E-28
Timp3	-0.363519059	0.315260973	-2.069034971	4.87E-45	-2.43255403	3.12E-45
Tinag	-0.552082941	NA	0.310914444	0.916883652	-0.241168496	0.947444655
Tinagl1	0.221089175	0.870893279	-0.954739824	0.022831654	-0.733650649	0.187984502
Tinf2	0.227103114	0.311300016	0.295271319	0.003032933	0.522374433	2.63E-06
Tiparp	0.029520152	0.946852625	0.325529188	0.016969391	0.35504934	0.022916664
Tipin	0.260785674	0.442909196	-0.223066924	0.146113719	0.03771875	0.857549394
Tiprl	-0.030661359	0.902230851	0.356648484	2.03E-06	0.325987125	0.000191773
Tirap	0.099404788	0.822590317	0.078604023	0.682238897	0.178008811	0.351949895
Tjap1	-0.244520697	0.206370964	0.32401393	0.000245594	0.079493233	0.511514334
Tjp1	-0.330368237	0.007984633	-0.011924351	0.898382459	-0.342292588	8.71E-06
Tjp2	-0.195996578	0.225086792	-0.407162027	1.13E-08	-0.603158605	1.48E-13
Tjp3	-0.344558893	0.254315295	-0.486453996	0.000340061	-0.83101289	5.12E-08
Tk1	-0.614072086	NA	-0.516803137	0.680062583	-1.130875223	0.386477692
Tk2	0.211115856	0.202643308	0.049073195	0.610809744	0.260189052	0.003514747
Tkfc	0.120717317	0.693887538	-0.12440058	0.330354868	-0.003683263	0.984289089
Tkt	0.3090224	0.109359828	-0.071899113	0.532122801	0.237123287	0.035252327
Tlcd1	-0.376143698	0.228588647	0.361820986	0.014121509	-0.014322713	0.949942429
Tlcd2	-0.229068447	0.801571512	-0.015964501	0.969541482	-0.245032948	0.566838941
Tldc1	0.105328267	0.75274373	-0.039031742	0.795218716	0.066296526	0.680079961
Tldc2	-0.452379721	0.852771957	0.406940917	0.689820515	-0.045438803	0.971959685
Tle1	0.163035806	0.424807309	0.851610962	3.55E-26	1.014646768	1.16E-27
Tle2	-1.051037898	4.06E-11	-0.201120525	0.0630319	-1.252158423	9.07E-30
Tle3	-0.529159868	6.65E-05	-0.892628841	1.03E-33	-1.421788709	8.39E-63
Tle4	-0.054924148	0.914168716	0.478139163	0.002639227	0.423215015	0.024916475
Tle6	-0.314517606	0.346372031	-0.879926391	1.79E-10	-1.194443997	1.05E-13
Tlk1	-0.034004829	0.907154656	-0.266865604	0.003716686	-0.300870433	0.004198243
Tlk2	0.056482612	0.784399867	0.522827764	5.37E-15	0.579310376	6.29E-14
Tll1	-0.635738467	NA	-0.594970087	0.636617836	-1.230708554	0.38985104
Tln1	-0.137813647	0.546425969	0.471632808	6.83E-08	0.333819161	0.001241096
Tln2	0.036277112	0.925813878	-0.450525163	0.000173474	-0.414248051	0.002803298
Tlr1	-1.215357293	0.462318239	-1.984031131	0.002164449	-3.199388424	7.17E-05
Tlr12	-1.19765579	0.528731668	-2.920950824	6.26E-05	-4.118606613	1.56E-06
Tlr13	-0.329088524	0.683455481	-1.385871212	1.23E-06	-1.714959735	2.02E-07
Tlr2	0.190231306	0.304147091	0.519965289	3.49E-11	0.710196596	2.18E-15
Tlr3	-0.076694213	0.872575093	-0.908032946	3.31E-10	-0.984727158	3.12E-09
Tlr4	-0.051856829	0.974747248	-0.355190104	0.508807394	-0.407046933	0.520075999
Tlr5	1.177615383	0.082722956	0.911559558	0.008729307	2.089174941	2.65E-08
Tlr6	0.710103451	NA	-0.415345458	0.703226439	0.294757993	0.803482371
Tlr7	-0.615019985	0.743459372	-1.188426947	0.090785009	-1.803446932	0.018294557
Tlr8	-1.244598552	NA	-2.506454189	0.015373229	-3.751052742	0.009406286
Tlr9	-4.465916395	NA	1.063073268	0.634643154	-3.402843127	0.170717769
Tm2d1	0.25813573	0.393720819	-0.23160788	0.097427456	0.02652785	0.892914
Tm2d2	0.062745068	0.773395138	-0.016726738	0.867679838	0.04601833	0.654986183
Tm2d3	0.170020498	0.54290596	-0.251185205	0.028973988	-0.081164707	0.587688662
Tm4sf1	-0.512244787	0.457813008	-1.303479026	1.26E-06	-1.815723813	2.02E-08
Tm4sf19	0.042549458	NA	0.149501405	0.922519157	0.192050863	0.907102628
Tm4sf20	-1.505020339	NA	1.767705329	0.432252716	0.26268499	0.917216306
Tm4sf4	-0.234832429	0.068693586	-0.33746113	8.47E-08	-0.572293559	7.36E-16
Tm6sf1	-0.193313289	0.909077781	-0.957746464	0.095739511	-1.151059753	0.069346549
Tm6sf2	-0.495619837	0.654124579	1.013076664	0.023756166	0.517456827	0.30850519
Tm7sf2	-0.611806451	0.004686217	0.278214546	0.026401716	-0.333591905	0.019253656
Tm7sf3	-0.086787117	0.699659514	-0.740908483	2.05E-22	-0.8276956	5.80E-21
Tm9sf1	0.113322536	0.51871714	0.010098359	0.916286978	0.123420895	0.152513626
Tm9sf2	0.30744449	0.0566385	0.233424844	0.005441354	0.540869334	2.74E-09
Tm9sf3	0.05130331	0.863724214	0.141858476	0.178712065	0.193161787	0.096891758
Tm9sf4	0.143297193	0.304452819	-0.04110349	0.591930367	0.102193704	0.184323155
Tma16	0.115150192	0.795293082	1.141086798	9.99E-16	1.25623699	4.22E-14
Tma7	0.24115651	0.133240353	-0.185086311	0.022116957	0.056070199	0.593604553
Tmbim1	0.138670521	0.413189178	0.217020265	0.002676561	0.355690786	1.10E-05
Tmbim4	0.344251913	0.032649802	0.076450155	0.446191791	0.420702068	9.42E-06
Tmbim6	0.519220479	1.01E-08	0.532045968	5.90E-23	1.051266447	5.50E-66
Tmc3	-2.452848324	NA	-1.145015472	0.473630392	-3.597863796	0.070371538
Tmc4	-0.101619096	0.573437563	-0.325719558	2.14E-06	-0.427338655	3.48E-08
Tmc5	-1.570220428	NA	1.851916415	0.316379982	0.281695987	0.902654329
Tmc6	0.102197587	0.786504663	0.289463135	0.031300331	0.391660723	0.009249381
Tmc7	-0.322552208	0.51871714	-0.101595028	0.69035037	-0.424147237	0.07760028
Tmc8	0.143976157	0.912066553	-0.930807248	0.029771781	-0.786831091	0.108808887
Tmcc1	-0.042847365	0.894116755	0.040445387	0.754604241	-0.002401978	0.988511664
Tmcc2	-0.057511046	0.761392832	-0.194035644	0.003254618	-0.25154669	0.0008545
Tmcc3	-0.180093254	0.244752988	0.587263005	7.48E-19	0.407169751	2.45E-07
Tmco1	0.388963814	0.003716377	0.053169169	0.566104451	0.442132983	1.17E-07
Tmco3	0.001760914	0.994256996	-0.257640074	0.000101159	-0.255879159	0.000810852
Tmco4	0.274662731	0.44499405	0.383544596	0.012256678	0.658207327	0.000108383
Tmco6	0.016989253	0.959113031	0.395800837	3.53E-05	0.41279009	0.000166512
Tmed1	0.002734895	0.995813459	-0.127260584	0.453863523	-0.124525689	0.522164201
Tmed10	0.133237025	0.376819527	0.114509018	0.102317166	0.247746043	0.000875016
Tmed2	0.33863159	0.015640677	0.378863061	2.49E-07	0.717494651	2.37E-18
Tmed3	0.429104061	0.005309388	0.038883445	0.72402952	0.467987506	9.58E-07
Tmed4	0.15448374	0.385433806	-0.184694871	0.020190463	-0.030211132	0.782364644
Tmed5	0.544543371	0.064765091	0.637138486	1.40E-05	1.181681857	4.86E-13
Tmed6	0.221032664	0.468739341	-0.430022474	0.000716374	-0.20898981	0.177027979
Tmed7	0.200334027	0.371342846	0.053083654	0.665717614	0.25341768	0.026936534
Tmed8	-0.451895803	0.000682497	-0.750663443	3.05E-25	-1.202559246	7.26E-48
Tmed9	0.123591952	0.586185196	0.691031496	9.23E-17	0.814623448	1.32E-17
Tmeff1	1.253799972	6.69E-05	-0.274492596	0.18225711	0.979307376	3.43E-06
Tmeff2	1.592413147	0.154228577	-0.944976741	0.11328787	0.647436405	0.329971428
Tmem101	0.293676625	0.188363175	-0.202350084	0.067520095	0.091326541	0.515244258
Tmem102	0.164270422	0.511061765	-0.312920629	0.001799461	-0.148650207	0.240944417
Tmem104	-0.080283482	0.759106958	0.126062163	0.20766163	0.045778681	0.718008245
Tmem106a	-0.13774578	0.792486365	-1.437264745	1.76E-18	-1.575010525	2.01E-15
Tmem106b	0.208266369	0.375756281	-0.117246871	0.312210928	0.091019497	0.502224128
Tmem106c	0.085240891	0.690128896	-0.344151501	6.19E-06	-0.258910611	0.004040357
Tmem107	0.106892826	0.736000023	0.17104479	0.158449671	0.277937616	0.03455293
Tmem108	0.070113052	0.870716688	-0.692137726	1.32E-07	-0.622024673	5.42E-05
Tmem109	-0.027580808	0.903800435	-0.115378575	0.132991799	-0.142959383	0.096924001
Tmem11	0.287755193	0.083053435	1.200568509	4.98E-55	1.488323702	5.68E-63
Tmem110	0.69756726	0.000994169	0.098250812	0.502823951	0.795818072	3.76E-09
Tmem114	2.716300784	NA	0.293439025	0.791924872	3.009739809	0.042183672
Tmem115	0.178296239	0.417684798	0.415054844	4.83E-06	0.593351083	8.35E-09
Tmem116	0.373971771	0.799410415	0.183259026	0.781646336	0.557230797	0.391220484
Tmem117	0.208225565	0.58932702	0.262395432	0.095249171	0.470620997	0.007216226
Tmem119	0.122280046	0.959148389	-2.887134656	7.73E-05	-2.76485461	0.000263848
Tmem120a	0.812008188	1.55E-05	0.355245366	0.001650361	1.167253554	8.00E-21
Tmem120b	0.24438063	0.523091083	0.643159229	1.61E-05	0.887539858	1.68E-07
Tmem121	0.474787574	0.315260973	0.022620829	0.936618044	0.497408403	0.046386822
Tmem123	0.178544864	0.42510307	-0.025256247	0.841460711	0.153288617	0.191315146
Tmem125	-0.064113442	0.952530645	2.02021771	5.35E-11	1.956104268	1.89E-08
Tmem126a	0.476689797	0.007188704	0.351389009	0.000307964	0.828078806	1.03E-14
Tmem126b	0.221119949	0.547943129	-0.21401646	0.179835972	0.007103489	0.976075272
Tmem127	-0.098306765	0.595801678	-0.227730943	0.001438172	-0.326037708	5.07E-05
Tmem128	0.199418886	0.438802218	0.303692702	0.005477215	0.503111587	3.41E-05
Tmem129	0.087329161	0.756369183	0.40018449	2.67E-05	0.487513651	8.04E-06
Tmem130	0.117019858	0.627645538	-0.282100359	0.002122864	-0.165080502	0.141305924
Tmem131	-0.114244064	0.606661044	-0.19322443	0.028516327	-0.307468494	0.00158539
Tmem132a	-0.36476963	0.14222404	-0.343078969	0.0040747	-0.7078486	1.38E-07
Tmem132b	-0.18841527	0.342724548	-1.032105277	1.26E-37	-1.220520547	5.79E-39
Tmem134	0.379878522	0.014028487	-0.093285388	0.331359091	0.286593134	0.003007182
Tmem135	0.075569495	0.711315161	-0.070880886	0.402345593	0.004688609	0.96845607
Tmem136	0.255912292	NA	-1.309331422	0.147183786	-1.053419131	0.314083479
Tmem138	-0.205950196	0.531220909	0.55307874	1.87E-05	0.347128544	0.023482388
Tmem139	0.820103187	0.556080394	-0.741907992	0.217383878	0.078195195	0.926282504
Tmem140	0.243747999	0.477229437	-0.360272719	0.010776501	-0.11652472	0.543884623
Tmem141	0.050076946	0.915042221	-0.02765657	0.888815655	0.022420376	0.920286908
Tmem143	0.201731138	0.585493044	0.016492655	0.933087168	0.218223793	0.223655665
Tmem144	0.771353991	0.016061592	0.023009627	0.920846646	0.794363618	6.59E-05
Tmem145	-0.673647995	0.010890571	-0.193512029	0.224012515	-0.867160024	7.42E-08
Tmem147	0.270829259	0.118183011	-0.249503788	0.003630429	0.021325471	0.865172952
Tmem14a	-0.169659108	0.862340156	-0.578961337	0.082982529	-0.748620445	0.047009249
Tmem14c	0.11343651	0.566693554	-0.002266318	0.983501868	0.111170191	0.254775995
Tmem150a	0.451548679	0.130399495	-0.14975305	0.371068446	0.301795629	0.084448142
Tmem150b	2.064594714	NA	-2.064594714	0.637797527	0	1
Tmem150c	0.149471231	0.398595615	-0.335561045	6.04E-06	-0.186089814	0.039514724
Tmem150cos	-2.072614534	0.200848071	1.094978101	0.21626871	-0.977636433	0.286554172
Tmem151a	0.372291743	0.3590128	-0.173928299	0.39137601	0.198363443	0.390765352
Tmem151b	-0.489400128	0.111614959	-1.275751683	7.46E-20	-1.765151811	7.22E-27
Tmem154	0.515278608	0.391642498	-1.889799071	5.05E-14	-1.374520463	1.31E-06
Tmem158	0.681577126	0.356825072	-0.730624496	0.024960832	-0.049047371	0.921858061
Tmem159	0.273716059	0.212572169	0.056117327	0.663680614	0.329833386	0.005286661
Tmem160	0.611769415	0.006461146	0.226181185	0.090533011	0.837950601	9.59E-10
Tmem161a	0.036886929	0.896281503	0.273811412	0.001960803	0.310698341	0.002156278
Tmem161b	-0.110704572	0.837236906	0.326656336	0.089380165	0.215951765	0.342086376
Tmem163	-0.282727509	0.149492253	-0.32423851	0.000529198	-0.606966019	5.08E-09
Tmem164	-0.103668262	0.529907112	-0.659755421	7.44E-27	-0.763423683	4.10E-27
Tmem165	0.07123052	0.77186869	-0.025530699	0.820992488	0.045699822	0.695758053
Tmem167	0.020823098	0.95413449	0.39660167	0.000205122	0.417424768	0.000671351
Tmem167b	0.216123412	0.091503651	0.436617207	5.90E-13	0.652740619	2.90E-21
Tmem168	0.06062249	0.874960213	0.110983422	0.436116593	0.171605912	0.26023242
Tmem169	0.096739263	0.892532298	0.103188139	0.714340463	0.199927402	0.504185305
Tmem17	-0.100356132	0.850795449	0.540367138	0.001851647	0.440011006	0.036387713
Tmem170	-0.049350038	0.907370694	-0.248234091	0.081943216	-0.297584129	0.059487129
Tmem170b	-0.538299401	0.013020814	-0.143408297	0.280820256	-0.681707699	1.87E-07
Tmem171	-4.246969945	NA	3.435270251	0.045002689	-0.811699694	0.678328474
Tmem173	-0.224359194	0.90133498	-1.684796196	0.003200869	-1.90915539	0.002801069
Tmem175	0.156538479	0.504762189	-0.113165452	0.291258678	0.043373027	0.745173309
Tmem176a	0.037020017	0.912260904	-0.275678137	0.010701081	-0.23865812	0.057977162
Tmem176b	0.159895745	0.447306977	-0.154428253	0.100853117	0.005467493	0.969140088
Tmem177	0.126423981	0.699261591	-0.018630099	0.907817093	0.107793882	0.493164691
Tmem178b	-0.387593404	0.126079383	-0.51099908	2.14E-05	-0.898592483	3.73E-11
Tmem179	0.867927884	6.58E-05	0.059706252	0.715696413	0.927634135	1.43E-10
Tmem179b	0.024248032	0.943963375	0.420216285	4.26E-05	0.444464317	0.000139977
Tmem18	0.259977085	0.306544695	-0.117438735	0.367389834	0.14253835	0.322337408
Tmem180	-0.102211016	0.704706221	0.252227553	0.011112184	0.150016537	0.216345702
