Gene Name	deltaFC_Male	interaction_padj_Male	FC_Male_6hr_TGvsDMSO	padj_Male_6hr_TGvsDMSO	FC_Male_12hr_TGvsDMSO	padj_Male_12hr_TGvsDMSO
Slc12a9	0.021898405	0.935316991	0.052052298	0.681860142	0.073950703	0.554577993
Slc14a2	-0.694503623	0.53632015	-0.434545853	0.43294681	-1.129049476	0.074641727
Slc15a1	0.828778193	NA	-0.091882794	0.975620251	0.736895399	0.823774728
Slc15a2	-0.229298947	0.964334529	-0.217753739	0.931123288	-0.447052685	0.855573314
Slc15a3	-1.17512785	0.015462872	-0.227806215	0.501867454	-1.402934065	2.55E-06
Slc15a4	0.023670657	0.9295823	0.198769348	0.063858935	0.222440005	0.046140232
Slc16a1	0.43625729	0.652835004	1.384881956	0.001724288	1.821139247	3.96E-05
Slc16a10	-0.558593571	1.12E-05	-0.106789335	0.242699128	-0.665382906	4.47E-16
Slc16a11	-0.033619313	0.929883451	0.132467671	0.4370227	0.098848358	0.581658077
Slc16a12	-0.289192593	0.018269811	-0.868263194	5.22E-38	-1.157455787	4.18E-59
Slc16a13	0.050545432	0.920315213	-0.386479017	0.062278954	-0.335933585	0.116076478
Slc16a2	0.136231831	0.858111159	-0.28341876	0.427694185	-0.147186929	0.703775536
Slc16a3	0.145381208	0.84329814	0.873384025	0.003205965	1.018765233	0.001138272
Slc16a4	-0.295764371	NA	0.183501043	0.931891275	-0.112263327	0.961046967
Slc16a5	1.181572129	NA	1.981614242	0.020650375	3.16318637	0.004957955
Slc16a6	0.566210711	0.001628272	0.887987605	9.47E-18	1.454198316	5.23E-40
Slc16a7	-1.349201427	0.240947351	-0.628614629	0.351462289	-1.977816055	0.002587185
Slc16a9	-0.45563025	0.077733093	-1.927745678	4.47E-47	-2.383375929	5.30E-60
Slc17a4	-1.335024479	NA	-0.315848503	0.748459711	-1.650872983	0.095213113
Slc17a5	0.027523628	0.915266234	-0.166177901	0.12230586	-0.138654274	0.221015861
Slc17a6	1.812560952	NA	-1.247539903	0.606962619	0.565021049	0.805038971
Slc17a8	1.096323476	NA	-0.416155653	0.820403206	0.680167823	0.708299504
Slc17a9	0.556917806	0.010639132	0.834534463	1.99E-11	1.391452268	6.03E-27
Slc18a1	0.334658447	0.071513789	0.465724997	6.35E-06	0.800383444	3.36E-14
Slc18a3	-10.85054361	NA	6.655187605	0.180301999	-4.195356006	0.44086149
Slc18b1	0.026721094	0.939871032	-0.49446431	0.00023972	-0.467743217	0.000708564
Slc19a1	0.513389982	0.041563815	0.344344539	0.021245473	0.857734522	7.41E-09
Slc19a2	0.134470496	0.63685154	0.484065191	0.000119934	0.618535687	3.24E-06
Slc19a3	0.39882488	NA	1.618117448	0.141315905	2.016942328	0.071794209
Slc1a1	0.225912534	0.845094093	0.891000492	0.055370728	1.116913026	0.034983985
Slc1a2	3.663171546	NA	-2.38642407	0.493728124	1.276747476	0.734257042
Slc1a3	4.044330851	NA	1.737673123	0.382808488	5.782003974	0.000841862
Slc1a4	-0.107959986	0.464522156	1.928201259	1.30E-191	1.820241273	3.03E-147
Slc1a5	-0.133420957	0.753157846	0.892007219	2.86E-07	0.758586262	4.67E-05
Slc1a7	1.951907277	NA	2.48948062	0.004391761	4.441387897	9.13E-05
Slc20a1	0.023112194	0.926858055	0.908852861	4.70E-24	0.931965055	3.44E-22
Slc20a2	-0.036646073	0.896163492	0.309532889	0.005021163	0.272886817	0.021828515
Slc22a1	0.933308188	NA	-1.44983151	0.760931398	-0.516523323	0.914636036
Slc22a13b-ps	1.287895331	NA	0.122478426	0.915484417	1.410373757	0.135136229
Slc22a15	0.175635067	0.638191443	-0.032377367	0.885959915	0.1432577	0.481299509
Slc22a17	-0.299413058	0.110806963	-0.50359443	6.78E-07	-0.803007488	1.87E-14
Slc22a18	0.456122939	0.626996605	-0.71061365	0.109415407	-0.254490711	0.641384856
Slc22a2	-2.783672576	NA	0.603290095	0.681319453	-2.180382481	0.132869842
Slc22a21	0.651870997	0.320552679	0.587584747	0.102891042	1.239455743	0.000391739
Slc22a23	-0.099851679	0.471539946	0.479314584	4.37E-14	0.379462905	2.80E-08
Slc22a29	2.155484736	NA	-0.68117722	0.690110621	1.474307516	0.279765829
Slc22a4	0.076541594	0.896973343	-0.660749551	0.005477381	-0.584207956	0.016861339
Slc22a5	0.434426469	0.024814808	-0.264411614	0.024027768	0.170014854	0.186966982
Slc23a2	0.025412326	0.931111343	0.414435547	0.000167062	0.439847873	0.000147246
Slc23a3	1.488725526	0.086367096	-0.310005575	0.604360735	1.178719951	0.025615023
Slc24a2	-0.44254063	0.000375624	-0.134326883	0.107269811	-0.576867512	1.74E-13
Slc24a3	0.721002333	0.401695074	1.949898861	9.27E-06	2.670901194	7.87E-11
Slc24a5	2.430544895	NA	-0.727993121	0.551480104	1.702551774	0.104945881
Slc25a1	-0.018752641	0.90339174	0.204557191	0.000666383	0.18580455	0.003583778
Slc25a10	0.140395907	0.611403741	-0.383935308	0.002349264	-0.243539401	0.082739435
Slc25a11	0.226149794	0.048750546	-0.138769411	0.045950986	0.087380383	0.246938102
Slc25a12	0.414030146	1.59E-05	0.094900779	0.159868263	0.508930925	1.14E-16
Slc25a13	0.381759263	0.187191603	-0.756802112	6.58E-07	-0.375042849	0.02424987
Slc25a14	0.055027955	0.840312551	-0.092411329	0.480686404	-0.037383374	0.794253213
Slc25a15	0.201513465	0.458061003	-0.337855771	0.012346075	-0.136342307	0.37937353
Slc25a16	0.077233608	0.680157176	-0.032022656	0.764459845	0.045210951	0.663596037
Slc25a17	-0.363432915	0.060064086	-0.785625676	4.69E-14	-1.149058591	1.93E-25
Slc25a18	-2.270895453	NA	-1.527332808	0.456899852	-3.798228261	0.047415506
Slc25a19	0.122391289	0.606482048	0.106959003	0.394654971	0.229350291	0.055860529
Slc25a2	-1.927799235	NA	2.09579676	0.075796372	0.167997525	0.90265847
Slc25a20	0.203764341	0.358554315	-0.01307288	0.932151245	0.190691461	0.126903744
Slc25a22	0.08837703	0.625367306	0.374720879	2.84E-06	0.463097909	3.18E-08
Slc25a23	-0.250291076	0.055757549	-0.590121791	7.81E-17	-0.840412867	1.14E-29
Slc25a24	0.46575623	0.229855161	-0.333962147	0.12628781	0.131794083	0.609349576
Slc25a25	-0.243918126	0.147591559	-0.035635345	0.764073424	-0.279553471	0.004111136
Slc25a26	0.077378491	0.849626721	0.348513638	0.041944077	0.425892129	0.015413125
Slc25a27	-0.01589187	0.972810779	0.49348259	0.002377745	0.47759072	0.006263507
Slc25a28	0.128928539	0.423526255	0.45213878	2.68E-09	0.581067319	3.27E-13
Slc25a29	0.101491853	0.733235934	0.377509626	0.003754949	0.479001479	0.000342194
Slc25a3	0.075384935	0.524617506	-0.055906853	0.391955246	0.019478083	0.788924217
Slc25a30	-0.093270605	0.862984622	-0.097395556	0.726223298	-0.190666161	0.462994388
Slc25a31	1.259221901	NA	-0.131339408	0.958639663	1.127882493	0.619655503
Slc25a32	-0.368647229	0.079586739	0.370793113	0.001786213	0.002145884	0.991234842
Slc25a33	0.086105301	0.893924051	1.05996658	1.56E-05	1.146071881	1.44E-05
Slc25a34	1.077024759	NA	0.456793168	0.836086169	1.533817926	0.536501598
Slc25a35	0.094172719	0.799667542	0.082974991	0.66669988	0.17714771	0.320704213
Slc25a36	-0.414800211	0.005504865	0.532268278	6.58E-10	0.117468067	0.258139514
Slc25a37	0.084689664	0.796097822	0.310907069	0.026439769	0.395596733	0.006428416
Slc25a38	0.37913883	0.041354932	0.625498839	1.12E-09	1.004637669	7.37E-21
Slc25a39	0.398129367	0.000394688	0.258633619	0.00019325	0.656762987	6.68E-21
Slc25a4	0.121058038	0.267929284	-0.613611033	9.10E-31	-0.492552995	4.97E-18
Slc25a40	0.103554229	0.771650115	0.095877313	0.599986955	0.199431542	0.247052353
Slc25a42	-0.092642612	0.584193305	-0.158938546	0.052757845	-0.251581158	0.002259116
Slc25a43	-1.484843819	NA	0.29580561	0.798123213	-1.18903821	0.2838058
Slc25a44	0.036058285	0.801298915	0.188992464	0.001489848	0.225050749	0.000285191
Slc25a45	1.17624638	NA	-1.607083366	0.011698632	-0.430836987	0.57909819
Slc25a46	-0.062995742	0.76560295	0.329323698	0.000178082	0.266327955	0.004873736
Slc25a47	-0.210452836	0.803905821	0.295385276	0.477636235	0.08493244	0.85529301
Slc25a5	0.430666585	5.69E-05	0.09091589	0.230751726	0.521582475	1.83E-14
Slc25a51	-0.000639841	0.996580933	0.272155272	1.58E-06	0.271515431	6.06E-06
Slc25a53	-0.241362332	0.286626898	-0.752653155	2.65E-11	-0.994015486	1.08E-17
Slc26a1	-0.456391119	0.611978374	-1.526689858	6.02E-05	-1.983080977	7.90E-06
Slc26a11	0.491770287	0.404194257	-0.378535659	0.247452208	0.113234628	0.764414131
Slc26a2	-0.546983135	0.025106823	-0.312633187	0.037113806	-0.859616322	2.83E-09
Slc26a5	2.286940767	NA	-3.435727049	0.154904464	-1.148786281	0.646771559
Slc26a6	-0.054170787	0.915908496	0.283737631	0.192965869	0.229566845	0.316687534
Slc26a8	-0.495316906	0.617838033	-0.349959468	0.515790459	-0.845276373	0.093542509
Slc27a1	-0.048550744	0.884816066	-0.329569179	0.016239895	-0.378119923	0.007786876
Slc27a2	-1.983203582	NA	0.442009489	0.483199091	-1.541194093	0.00880488
Slc27a3	-0.689463949	0.070250638	0.186874375	0.47100036	-0.502589574	0.030145664
Slc27a4	0.24644312	0.162155445	-0.174497985	0.087565332	0.071945135	0.538545796
Slc28a1	-0.105852806	NA	0.962136347	0.670452419	0.856283541	0.766468012
Slc28a2	0.323278063	0.702068992	-1.041168005	0.005673036	-0.717889942	0.080409458
Slc28a3	1.142385281	NA	-1.55817221	0.168531024	-0.41578693	0.732917914
Slc29a1	-0.29460141	0.033835329	-1.138560646	1.31E-52	-1.433162055	2.94E-72
Slc29a2	0.689713261	0.334060507	0.068841239	0.886989682	0.7585545	0.055912378
Slc29a3	0.11772084	0.69826038	-0.200797174	0.171410922	-0.083076334	0.618132636
Slc29a4	-0.247550778	0.150007147	-0.898147596	1.11E-24	-1.145698374	1.23E-34
Slc2a1	0.834443523	0.012947681	1.018724238	1.33E-07	1.853167761	1.89E-20
Slc2a10	-0.277843045	0.715165298	-0.714647399	0.041133294	-0.992490444	0.00454794
Slc2a12	2.160731389	NA	-2.423090995	0.03722405	-0.262359606	0.832545276
Slc2a13	-0.134019748	0.63899242	-0.071979312	0.655915156	-0.20599906	0.154260455
Slc2a2	-1.548341597	2.06E-22	-2.157102615	2.12E-100	-3.705444213	3.02E-250
Slc2a3	0.030375067	0.977750559	-0.159561645	0.757593267	-0.129186578	0.802509809
Slc2a4	-1.338843918	NA	0.842597167	0.392415637	-0.496246751	0.637025098
Slc2a4rg-ps	-0.163954036	0.686016511	-0.024623451	0.919882888	-0.188577487	0.368189404
Slc2a5	0.120485676	0.298880065	-0.277305804	1.73E-06	-0.156820128	0.014235326
Slc2a6	-0.425478021	0.146202407	1.944275644	4.10E-38	1.518797623	7.31E-22
Slc2a7	-0.667720535	NA	-0.013850044	0.995856305	-0.681570579	0.784916967
Slc2a8	0.246071539	0.242592637	-0.128540847	0.30744358	0.117530693	0.367739092
Slc2a9	-0.310608951	0.46873565	-0.09384054	0.724034464	-0.404449491	0.076319661
Slc30a1	0.041865566	0.862140105	0.031821424	0.801213368	0.07368699	0.531837189
Slc30a2	3.200188001	NA	-2.877690286	0.061936357	0.322497716	0.861812195
Slc30a4	0.023335654	0.917195504	0.660761772	4.72E-16	0.684097426	2.98E-15
Slc30a5	-0.19658479	0.056463897	0.349605886	5.89E-10	0.153021096	0.015480503
Slc30a6	0.261534058	0.205275614	0.229830134	0.046003691	0.491364192	1.49E-05
Slc30a7	-0.249214847	0.038111368	0.739249987	5.24E-30	0.490035141	2.77E-12
Slc30a8	-0.898564414	5.49E-29	-0.808419429	9.97E-54	-1.706983843	3.71E-206
Slc30a9	0.118707682	0.390188213	0.010249208	0.91294253	0.12895689	0.091292134
Slc31a1	-0.162623221	0.251142864	1.099586772	2.07E-57	0.936963551	3.43E-37
Slc31a2	0.42011131	0.009501983	-0.337833441	0.000470599	0.082277869	0.481817098
Slc33a1	0.01522733	0.925281623	0.228049073	0.000223668	0.243276403	0.00017161
Slc34a1	0.359951507	NA	-1.268222078	0.454046563	-0.908270571	0.602892895
Slc35a1	0.027356924	0.90234298	-0.127767129	0.183374334	-0.100410205	0.320672852
Slc35a2	0.006284346	0.976632022	0.3006495	8.89E-05	0.306933847	0.000127179
Slc35a3	0.039341652	0.89166576	-0.058758208	0.681051908	-0.019416556	0.898534507
Slc35a4	0.29316544	0.016222992	0.356429351	3.57E-07	0.64959479	2.35E-19
Slc35a5	0.007496905	0.978757477	-0.316605177	0.002146841	-0.309108272	0.004389703
Slc35b1	0.244074977	0.042835939	0.794264561	1.55E-34	1.038339537	9.04E-52
Slc35b2	0.170818333	0.318964793	-0.115550489	0.240460042	0.055267844	0.611195904
Slc35b3	0.181710013	0.531318445	-0.070283508	0.681916208	0.111426505	0.502601184
Slc35b4	-0.136656368	0.322276974	-0.376184092	2.85E-08	-0.512840461	5.23E-13
Slc35c1	0.066092051	0.753679634	0.342603987	0.000101141	0.408696039	8.49E-06
Slc35c2	0.183506731	0.284490324	0.457892727	9.50E-08	0.641399458	6.47E-13
Slc35d1	-0.206171198	0.474948939	0.005219176	0.978574768	-0.200952023	0.209127417
Slc35d2	0.385868513	0.338493204	-0.313032998	0.163003795	0.072835515	0.783449371
Slc35d3	0.421582666	0.020358716	-0.980535684	1.74E-22	-0.558953018	3.22E-07
Slc35e1	-0.084665538	0.604501086	0.591714734	6.21E-17	0.507049196	1.99E-11
Slc35e2	-0.148850649	0.483414541	0.062066872	0.622633662	-0.086783777	0.48255504
Slc35e3	-0.25615406	0.322276974	0.149791289	0.317106076	-0.106362771	0.510299639
Slc35e4	0.332286896	0.035850187	0.13822304	0.169334042	0.470509935	5.79E-07
Slc35f1	-0.333670657	0.436976036	0.366422595	0.10245019	0.032751938	0.90851434
Slc35f2	0.690120393	NA	1.509949711	0.53600079	2.200070103	0.284111875
Slc35f3	0.921536319	NA	1.20809624	0.174063441	2.129632559	0.024013034
Slc35f4	-0.64257241	NA	-1.355155309	0.057299275	-1.997727718	0.003679397
Slc35f5	0.198778758	0.192641492	0.260479482	0.001440731	0.45925824	3.53E-08
Slc35f6	0.434645593	0.004800124	0.082023551	0.46005196	0.516669144	4.03E-08
Slc35g1	-0.139751399	0.428153838	-0.961285806	1.98E-32	-1.101037205	7.76E-38
Slc35g2	0.089511671	0.63570613	0.055629175	0.59232787	0.145140846	0.128664532
Slc36a1	-0.324119239	0.004931581	-0.653304415	1.74E-23	-0.977423654	7.61E-46
Slc36a4	-0.032635671	0.901424507	0.25565899	0.014897312	0.223023319	0.047624846
Slc37a1	-0.104628535	0.616951764	0.04948828	0.678087416	-0.055140255	0.643872586
Slc37a2	-0.040647291	0.955110605	0.815435052	0.003663922	0.774787762	0.006889395
Slc37a3	0.175432458	0.08213913	-0.215546797	0.000132672	-0.04011434	0.565420721
Slc37a4	-0.168521377	0.232168131	-0.470392198	2.83E-11	-0.638913575	1.21E-17
Slc38a1	-0.50871137	0.586629427	0.739537936	0.113060961	0.230826566	0.66798736
Slc38a10	0.345823521	0.007036152	0.391485049	1.56E-07	0.73730857	1.14E-21
Slc38a11	-2.535738114	NA	-1.423245634	0.134393533	-3.958983748	0.000555071
Slc38a2	-0.268703644	0.052634759	0.824301115	1.15E-28	0.555597471	4.38E-12
Slc38a3	2.427741122	NA	-0.630731775	0.445624523	1.797009347	0.03302418
Slc38a4	-0.014095501	0.949665513	0.430146825	1.78E-07	0.416051324	1.98E-06
Slc38a5	-0.725799095	0.27218162	-1.142377702	0.000923734	-1.868176797	9.08E-08
Slc38a6	-0.266973141	0.373446547	0.06742204	0.726738108	-0.199551101	0.247441953
Slc38a7	0.428140313	0.006471975	1.094508799	1.90E-35	1.522649113	1.93E-59
Slc38a8	-1.272372496	0.134458294	0.009954786	0.988410489	-1.26241771	0.011335289
Slc38a9	-0.001579821	0.996826104	-0.016398937	0.937819476	-0.017978758	0.931935773
Slc39a1	0.265953563	0.050914983	0.070826671	0.441875291	0.336780234	2.92E-05
Slc39a10	-0.161918209	0.410235432	-0.573846608	5.35E-10	-0.735764817	8.94E-14
Slc39a11	1.080769725	1.14E-15	0.746298944	2.49E-17	1.827068668	1.43E-89
Slc39a13	0.065328997	0.7986511	0.078531154	0.539936478	0.143860151	0.235020759
Slc39a14	-0.18343394	0.202684122	0.257421932	0.000762484	0.073987992	0.417531928
Slc39a2	-1.179891633	NA	1.01298602	0.089962278	-0.166905613	0.81448268
Slc39a3	0.258357813	0.08320372	-0.145313698	0.107301098	0.113044115	0.242377162
Slc39a4	-0.95722251	NA	0.012394272	0.992989864	-0.944828238	0.402220362
Slc39a5	-0.7723031	NA	-0.203670086	0.911643457	-0.975973186	0.718845963
Slc39a6	0.125770352	0.311905121	0.218316703	0.000587769	0.344087054	1.12E-07
Slc39a7	0.229118572	0.057413246	0.644158807	2.15E-23	0.873277379	2.06E-37
Slc39a8	0.381080809	0.617472171	0.713827159	0.051333166	1.094907968	0.002831178
Slc39a9	-0.101389462	0.372057173	0.400323293	1.50E-13	0.298933831	2.87E-07
Slc3a1	-0.734865789	0.189284963	0.766319121	0.011412633	0.031453332	0.939070239
Slc3a2	0.401671961	0.005153106	0.963927406	8.21E-33	1.365599367	2.80E-57
Slc40a1	-0.621997336	0.000128542	-1.379636474	4.52E-49	-2.00163381	3.69E-86
Slc41a1	0.28417322	0.108787368	0.044509028	0.72326393	0.328682248	0.001534774
Slc41a2	0.075994678	0.757038579	0.434892855	1.78E-05	0.510887534	1.88E-06
Slc41a3	0.954513961	9.22E-05	0.060495704	0.757447908	1.015009666	1.24E-10
Slc43a1	-4.776683851	NA	1.263386005	0.577552825	-3.513297847	0.131157067
Slc43a2	-0.296502754	0.012110752	-1.593520445	4.94E-134	-1.890023199	7.66E-164
Slc43a3	-0.412887216	0.454649465	0.210015242	0.507221471	-0.202871974	0.539678499
Slc44a1	-0.093128883	0.511331981	-0.632319674	2.83E-23	-0.725448558	2.46E-27
Slc44a2	0.025544611	0.936718603	-0.613520413	1.66E-07	-0.587975801	2.85E-06
Slc44a3	-0.546596496	2.70E-05	-0.475009152	2.54E-09	-1.021605648	2.60E-35
Slc44a4	1.092335779	NA	-1.482303143	0.017676956	-0.389967365	0.585076018
Slc45a1	0.632079247	NA	2.608837391	0.015802351	3.240916638	0.006889608
Slc45a3	2.885403809	NA	-2.269487724	0.334221536	0.615916085	0.823671729
Slc45a4	0.04215666	0.823304261	0.150577963	0.064055713	0.192734623	0.019840442
Slc46a1	0.294354366	0.451467965	-0.798883228	2.03E-05	-0.504528862	0.012662345
Slc46a3	0.081622067	0.697317391	0.513768664	8.70E-09	0.59539073	1.57E-10
Slc48a1	0.290949066	0.022149382	-0.402469739	2.26E-08	-0.111520673	0.188036061
Slc4a10	0.000239016	0.999295506	-0.220002613	0.102669886	-0.219763597	0.119431345
Slc4a11	-0.449385766	NA	1.10022563	0.111894626	0.650839863	0.397162257
Slc4a1ap	-0.070626425	0.717743912	0.283212906	0.00085281	0.212586481	0.02062767
Slc4a2	-0.009657828	0.964675321	-0.284481626	0.000306294	-0.294139454	0.000408848
Slc4a3	-0.375754923	0.00514981	-0.297848849	0.000216884	-0.673603772	8.90E-17
Slc4a4	-0.102187667	0.74218276	-0.085693671	0.597632984	-0.187881337	0.217121198
Slc4a5	1.358842969	NA	-0.621643979	0.663053723	0.73719899	0.609453049
Slc4a7	-0.584994688	2.82E-05	-0.893010044	6.97E-27	-1.478004731	3.08E-63
Slc4a8	-0.314149451	0.044226649	-0.151708413	0.115578409	-0.465857863	4.75E-07
Slc50a1	0.201379968	0.22983943	-0.016239788	0.890573287	0.18514018	0.05543078
Slc52a2	0.13875042	0.485312694	0.176027163	0.086232996	0.314777583	0.001754279
Slc52a3	-0.651980563	NA	0.137825733	0.856263279	-0.514154831	0.520568963
Slc5a1	-0.789250878	NA	1.10798875	0.087645335	0.318737872	0.674686681
Slc5a10	-0.074797392	NA	-0.491332931	0.504616109	-0.566130323	0.416780904
Slc5a2	3.71499371	NA	-1.427487252	0.580566726	2.287506458	0.182673131
Slc5a3	-0.570134955	0.166570958	-0.095669465	0.738192276	-0.665804421	0.004954404
Slc5a5	-0.178180112	NA	0.55289386	0.524547263	0.374713748	0.675349463
Slc5a6	0.174894541	0.375358807	-0.118255851	0.291416843	0.05663869	0.648157039
Slc5a7	-7.180329398	NA	3.273800676	0.543084204	-3.906528722	0.477802727
Slc5a8	0.923063092	NA	2.517669535	0.413717748	3.440732627	0.248235296
Slc5a9	0.427588919	0.636960937	0.683337961	0.124423365	1.11092688	0.010807413
Slc6a11	2.465128893	NA	-3.959285978	0.003457851	-1.494157085	0.159421819
Slc6a12	3.73497431	NA	-1.072662757	0.692695739	2.662311553	0.34888996
Slc6a14	-0.284686166	NA	3.355835403	0.02810077	3.071149237	0.014888373
Slc6a15	-1.109025242	NA	0.273093423	0.772009953	-0.835931819	0.303972709
Slc6a17	-0.07682723	0.691018795	0.279126387	0.001030746	0.202299157	0.028506268
Slc6a19	-0.676410868	0.010759458	-1.440382722	1.02E-22	-2.11679359	1.33E-40
Slc6a19os	1.359328313	NA	-2.334694126	0.006273559	-0.975365812	0.301999457
Slc6a20a	-0.256438429	NA	-1.622112364	0.11179021	-1.878550792	0.142109159
Slc6a6	-0.277586221	0.018033218	-0.69614767	6.81E-27	-0.973733891	1.08E-45
Slc6a8	0.271621173	0.070044814	-0.375835413	5.58E-06	-0.10421424	0.29208861
Slc6a9	0.540705063	0.004267581	2.181710615	1.28E-97	2.722415678	5.33E-126
Slc7a1	0.166904485	0.162155445	1.828518908	2.88E-209	1.995423393	5.03E-216
Slc7a11	-0.272788585	0.24127644	3.614536735	1.56E-232	3.341748151	1.47E-167
Slc7a14	-0.494796438	9.24E-06	0.184148397	0.012161429	-0.310648041	2.72E-05
Slc7a2	-0.724809834	1.82E-16	-1.182609155	2.50E-99	-1.907418989	2.28E-224
Slc7a3	1.740599638	1.31E-13	1.368489483	1.51E-20	3.109089121	9.71E-83
Slc7a4	0.196208706	0.174738492	-0.591689724	1.48E-15	-0.395481018	6.55E-07
Slc7a5	0.003137103	0.987119131	1.371832627	2.17E-94	1.37496973	3.11E-83
Slc7a6	-0.065545691	0.796632866	0.148099765	0.205475924	0.082554074	0.520036215
Slc7a6os	0.029644178	0.906687852	0.19154996	0.066337127	0.221194137	0.03955751
Slc7a7	-0.767019524	0.182544276	-0.351189248	0.309479115	-1.118208772	0.000701807
Slc7a8	-0.05753462	0.689584144	-0.593075723	2.03E-23	-0.650610344	1.13E-24
Slc8a1	-0.140534777	0.433739236	-0.05659327	0.599042963	-0.197128046	0.039567943
Slc8a2	-0.05513774	0.903857005	-1.143217048	2.37E-11	-1.198354788	2.28E-11
Slc8a3	-0.550633418	NA	0.609868812	0.510642126	0.059235394	0.957632957
Slc8b1	0.446074361	0.174569026	-0.537644404	0.002682731	-0.091570043	0.681728635
Slc9a1	-0.060903672	0.785364048	-0.135313447	0.187548201	-0.196217119	0.05395465
Slc9a2	2.627047624	NA	-1.332991004	0.580566726	1.29405662	0.625207253
Slc9a3r1	-0.005321673	0.983664146	-0.915811893	9.32E-26	-0.921133565	2.58E-23
Slc9a3r2	-0.066540916	0.860978313	-0.433969808	0.004987008	-0.500510724	0.001609848
Slc9a5	-0.331910596	0.73961959	-0.697515011	0.13368116	-1.029425607	0.026847631
Slc9a6	0.095392858	0.59945477	-0.091266206	0.344189479	0.004126652	0.972536492
Slc9a7	-0.155106134	0.317659078	-0.518610371	5.62E-12	-0.673716506	2.82E-17
Slc9a8	0.141316749	0.241215458	0.329310821	7.11E-08	0.470627569	1.64E-13
Slc9a9	0.426877892	0.00856568	1.087241517	2.46E-33	1.514119409	3.31E-55
Slc9b2	-0.350749583	NA	-1.992311953	0.476481915	-2.343061536	0.347098124
Slco1a1	-0.641162174	NA	0.626986536	0.77857716	-0.014175639	0.997934475
Slco1a4	-2.117911957	NA	1.451940409	0.452202018	-0.665971547	0.70684171
Slco1a5	0.170700409	0.800754015	-0.134400166	0.704887992	0.036300244	0.9246977
Slco1a6	0.080972504	0.695025775	-0.714868305	1.46E-16	-0.633895801	4.29E-12
Slco1b2	0.162876546	NA	5.340977675	0.000570013	5.503854221	0.001179063
Slco1c1	0.187562357	NA	0.853801332	0.626942634	1.041363689	0.512117273
Slco2a1	0.111659437	0.68417052	-0.059301529	0.693198596	0.052357909	0.737728602
Slco2b1	0.676990449	0.464522156	-3.802292791	3.17E-16	-3.125302343	1.74E-14
Slco3a1	-0.311146887	0.030317571	-0.436012748	5.64E-08	-0.747159634	6.68E-19
Slco4a1	-0.165703967	0.808637027	-0.828370614	0.004849051	-0.994074581	0.00054669
Slco4c1	3.22298501	NA	-0.124980809	0.969815068	3.098004202	0.253071724
Slco5a1	0.241494757	0.790382259	0.422768083	0.341986703	0.66426284	0.105431029
SlcUbl4a	1.084566504	NA	-0.395686005	0.661519554	0.688880499	0.434229871
Slfn10-ps	0.508386579	0.580442312	0.157837708	0.772466372	0.666224287	0.166411554
Slfn14	-0.130303667	NA	3.67475088	0.071448366	3.544447213	0.074178815
Slfn2	-0.427188901	NA	0.437531955	0.527099817	0.010343054	0.99176854
Slfn3	0.812661157	NA	-1.352837768	0.474245798	-0.540176611	0.814055618
Slfn5	-0.755639134	0.235199828	-1.1879386	0.00026228	-1.943577734	2.23E-08
Slfn8	-0.823372901	NA	0.127313718	0.871646538	-0.696059184	0.34166622
Slfn9	0.194943918	0.883243103	-0.816600622	0.156038685	-0.621656703	0.315025427
Slfnl1	-1.138733918	NA	1.113602681	0.403246791	-0.025131237	0.98918443
Slirp	0.121641058	0.732963385	0.053838316	0.789101204	0.175479374	0.325993296
Slit1	3.226073958	NA	-3.021064493	0.143370411	0.205009465	0.936885148
Slit2	-0.611686821	0.531318445	0.083740635	0.889741841	-0.527946187	0.333831782
Slit3	-1.126728087	0.166809189	-0.080221588	0.886365829	-1.206949675	0.014039209
Slitrk1	-1.550824728	NA	-0.406478435	0.555116812	-1.957303163	0.011576552
Slitrk2	2.69207531	NA	1.732403758	0.548427628	4.424479067	0.081918409
Slitrk3	-1.37025099	NA	-0.244322928	0.806346496	-1.614573918	0.07961575
Slitrk5	-1.293732944	NA	0.112560261	0.939739194	-1.181172682	0.372440363
Slitrk6	-0.851016671	2.95E-10	-1.53719991	3.48E-75	-2.388216581	1.67E-159
Slk	-0.138447428	0.362536083	0.113154164	0.179474979	-0.025293264	0.800367528
Slmap	-0.293990285	0.109064353	-0.514549969	1.78E-07	-0.808540254	3.44E-15
Slmo1	-0.586720095	0.157678622	0.277481452	0.272923127	-0.309238642	0.234225946
Slmo2	0.239502773	0.088074118	0.062337356	0.509621587	0.301840129	0.000233517
Slpi	0.831407438	NA	-1.232540301	0.64652493	-0.401132863	0.887403765
Sltm	-0.035094915	0.863372114	0.252999523	0.002152085	0.217904608	0.012970255
Slu7	-0.061429342	0.70731325	0.227165873	0.001493783	0.165736531	0.033558548
Slx1b	0.162648293	0.42977051	-0.171407339	0.116796564	-0.008759046	0.949684848
Slx4	-0.054652231	0.851560919	-0.026590572	0.863749291	-0.081242803	0.57215285
Slx4ip	-0.166224456	0.573795046	0.004272879	0.982270194	-0.161951577	0.314491235
Smad1	-0.19631177	0.235256212	-0.094334947	0.349219053	-0.290646717	0.001481522
Smad2	-0.201568727	0.167640201	0.321910192	3.01E-05	0.120341465	0.181203277
Smad3	-0.326466967	0.440152507	-0.756745938	0.000231516	-1.083212906	2.63E-07
