Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,transf log(1/p val),Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers,Pathway name short
R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,1,98,0.006878158,0.999578447,,0.999578447,1,36,0.002924927,9606,Homo sapiens,Pdk4,,R-HSA-203946,Pyruvate metabolism and Citric Acid (TCA) cycle
R-HSA-9007101,Rab regulation of trafficking,2,129,0.009053902,0.999597332,,0.999597332,2,35,0.002843679,9606,Homo sapiens,Dennd2a;Trappc9,,R-HSA-8877475;R-HSA-8876191,Rab regulation of trafficking
R-HSA-5621481,C-type lectin receptors (CLRs),5,203,0.014247614,0.99963747,,0.99963747,4,68,0.005524862,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1;Itpr1,,R-HSA-169683;R-HSA-169680;R-HSA-5607731;R-HSA-5607724,C-type lectin receptors (CLRs)
R-HSA-5689880,Ub-specific processing proteases,5,206,0.01445817,0.999698714,,0.999698714,1,40,0.003249919,9606,Homo sapiens,Psmb5;Adrm1;Psmb4;Psmb6;Rpn1,,R-HSA-5689539,Ub-specific processing proteases
R-HSA-168898,Toll-like Receptor Cascades,4,184,0.012914093,0.999711407,,0.999711407,47,182,0.01478713,9606,Homo sapiens,App;Nfkbib;Hsp90b1;Ticam1,,R-HSA-9013963;R-HSA-2569057;R-HSA-9013889;R-HSA-2562541;R-HSA-937029;R-HSA-168140;R-HSA-9013895;R-HSA-9628444;R-HSA-9014343;R-HSA-9014342;R-HSA-168915;R-HSA-1678923;R-HSA-9013979;R-HSA-847070;R-HSA-9013978;R-HSA-5362500;R-HSA-450259;R-HSA-936985;R-HSA-177690;R-HSA-9630923;R-HSA-2201338;R-HSA-168921;R-HSA-177694;R-HSA-166175;R-HSA-177692;R-HSA-9013974;R-HSA-168930;R-HSA-9013992;R-HSA-168929;R-HSA-936941;R-HSA-2562564;R-HSA-168166;R-HSA-166245;R-HSA-5362486;R-HSA-9013985;R-HSA-9013986;R-HSA-9013990;R-HSA-450358;R-HSA-936952;R-HSA-2559568;R-HSA-2213017;R-HSA-1678944;R-HSA-9014320;R-HSA-936951;R-HSA-166271;R-HSA-937075;R-HSA-936947,Toll-like Receptor Cascades
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,1,103,0.007229085,0.999716844,,0.999716844,3,25,0.002031199,9606,Homo sapiens,Itpr1,,R-HSA-169683;R-HSA-169680;R-HSA-1168376,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
R-HSA-382551,Transport of small molecules,49,965,0.067728804,0.999763448,,0.999763448,55,438,0.03558661,9606,Homo sapiens,Cyb5r2;Slc41a2;Slc24a3;Rpn1;Slco4a1;Wnk4;Lpl;Unc79;Add2;Asic2;Trpc7;Mcoln3;Slc22a17;Gnas;Slc38a5;Slc25a22;Slc2a3;Slc1a7;Adcy8;Slc7a3;Slc39a7;Adcy5;Slc16a7;Psmb5;Clcn6;Ap2m1;Slc35c1;Psmb4;Slc31a1;Psmb6;Vps37b;Slc6a9;Slc35a2;Lsr;Lrrc8b;Abcg4;Csn3;Wnk3;Wnk2;Pcsk9;Eif2s3x;Slc28a2;Hdlbp;Abcc12;Abcc10,,R-HSA-8863494;R-HSA-2730664;R-HSA-8933258;R-HSA-6784738;R-HSA-8858252;R-HSA-5340124;R-HSA-6784628;R-HSA-164377;R-HSA-442393;R-HSA-163617;R-HSA-442661;R-HSA-433698;R-HSA-8933292;R-HSA-2671885;R-HSA-174757;R-HSA-5226979;R-HSA-437300;R-HSA-352182;R-HSA-8981564;R-HSA-422320;R-HSA-8981553;R-HSA-6784735;R-HSA-6784734;R-HSA-6784861;R-HSA-432188;R-HSA-5246444;R-HSA-6784729;R-HSA-8855111;R-HSA-741450;R-HSA-742345;R-HSA-6784676;R-HSA-432195;R-HSA-2682349;R-HSA-1454928;R-HSA-6806831;R-HSA-425678;R-HSA-5671707;R-HSA-5227009;R-HSA-8857928;R-HSA-1454916;R-HSA-879575;R-HSA-5223317;R-HSA-8855131;R-HSA-8855130;R-HSA-735702;R-HSA-444120;R-HSA-375770;R-HSA-8875623;R-HSA-109539;R-HSA-9650165;R-HSA-3295579;R-HSA-428015;R-HSA-2730692;R-HSA-8941543;R-HSA-8866553,Transport of small molecules
R-HSA-3214847,HATs acetylate histones,1,110,0.007720382,0.999837833,,0.999837833,10,15,0.00121872,9606,Homo sapiens,Hist1h4i,,R-HSA-5144542;R-HSA-3301345;R-HSA-3321975;R-HSA-3662335;R-HSA-3697008;R-HSA-3697920;R-HSA-3321883;R-HSA-3662318;R-HSA-3318415;R-HSA-3321805,HATs acetylate histones
R-HSA-109582,Hemostasis,39,821,0.057622122,0.999850572,,0.999850572,77,327,0.026568086,9606,Homo sapiens,App;Tuba1b;Ambp;Tuba1a;Tuba1c;Cd109;Manf;Lrp8;Bcar1;Mafg;Klc3;Trpc7;Tgfb2;Gpc1;Gnas;Serpind1;Col1a2;Tubb5;Col1a1;Tubb3;Tubb2b;Tubb2a;Tubb1;Kif5a;Tfpi;F5;Dock6;Lhfpl2;Hspa5;Tuba4a;Flna;Gata6;Serpine2;Tubb4b;Tubb4a;Tln1;Pfn1;Itpr1,,R-HSA-443910;R-HSA-1011598;R-HSA-114563;R-HSA-432129;R-HSA-443905;R-HSA-429441;R-HSA-443402;R-HSA-140686;R-HSA-418442;R-HSA-5607002;R-HSA-114577;R-HSA-392852;R-HSA-481044;R-HSA-983194;R-HSA-430096;R-HSA-354066;R-HSA-354077;R-HSA-140696;R-HSA-140825;R-HSA-443418;R-HSA-996755;R-HSA-354073;R-HSA-159005;R-HSA-354087;R-HSA-392870;R-HSA-139941;R-HSA-114600;R-HSA-377644;R-HSA-140840;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-392874;R-HSA-354097;R-HSA-140599;R-HSA-453183;R-HSA-158137;R-HSA-139842;R-HSA-1008200;R-HSA-158795;R-HSA-354124;R-HSA-8948034;R-HSA-8870732;R-HSA-139854;R-HSA-372693;R-HSA-482775;R-HSA-158419;R-HSA-158800;R-HSA-482772;R-HSA-1008220;R-HSA-983259;R-HSA-5591040;R-HSA-453200;R-HSA-5578883;R-HSA-9015122;R-HSA-372697;R-HSA-351323;R-HSA-429529;R-HSA-141026;R-HSA-354149;R-HSA-429415;R-HSA-372705;R-HSA-432096;R-HSA-426209;R-HSA-481007;R-HSA-426223;R-HSA-983266;R-HSA-114671;R-HSA-114670;R-HSA-354165;R-HSA-5602080;R-HSA-437118;R-HSA-430076;R-HSA-140664;R-HSA-430073;R-HSA-1008240;R-HSA-432121,Hemostasis
R-HSA-1643685,Disease,86,1552,0.108927569,0.999901547,,0.999901547,222,961,0.078079298,9606,Homo sapiens,App;Klb;Rps16;Fen1;Tceb2;Ihh;Irs2;Mogs;Rpl38;Nelfe;Rps13;Mamld1;Hdac4;Mvb12a;Rpl34;Rangap1;Ticam1;Calr;Psmb5;Ap2m1;Psmb4;Psmb6;Vps37b;Rps5;Slc35a2;Supt5;Rplp2;Rpl27;Lmna;Rbp4;Ranbp1;Rplp0;Notch2;Avpr1b;Rplp1;Rpl13a;Sh3gl1;Tln1;Thsd4;Nr4a1;Rpn1;Rpl13;Polr2f;Adamts18;Mtor;Gale;Sec13;Pomc;Ttr;Gpc1;Rpl12;Pms2;Rps2;Rpl10a;Clcn6;Slc35c1;Rps26;Akt1s1;Rps28;Syt1;Rps29;Cnksr1;Rpl27a;Mib2;Thsd7a;Pabpn1;Rps21;Fgfr3;Fgfr1;Stx1a;Map2k2;Rpl41;Ugt1a1;Syvn1;Rpl36al;Papss1,,R-HSA-2023455;R-HSA-180739;R-HSA-2023451;R-HSA-3656254;R-HSA-5653596;R-HSA-4793947;R-HSA-5096538;R-HSA-5653622;R-HSA-9613490;R-HSA-167459;R-HSA-5387386;R-HSA-9613498;R-HSA-2466828;R-HSA-167468;R-HSA-5387389;R-HSA-167474;R-HSA-167478;R-HSA-167477;R-HSA-2023462;R-HSA-5604975;R-HSA-2023460;R-HSA-167481;R-HSA-2023456;R-HSA-167484;R-HSA-2769007;R-HSA-5654544;R-HSA-5654545;R-HSA-3149434;R-HSA-8876255;R-HSA-5545484;R-HSA-182876;R-HSA-5610036;R-HSA-8876262;R-HSA-2737728;R-HSA-2038387;R-HSA-1982066;R-HSA-2038386;R-HSA-1982065;R-HSA-192627;R-HSA-3656261;R-HSA-167537;R-HSA-3656257;R-HSA-8851710;R-HSA-6785565;R-HSA-3656267;R-HSA-5655262;R-HSA-9036289;R-HSA-5655263;R-HSA-3159227;R-HSA-9036290;R-HSA-5483229;R-HSA-5211356;R-HSA-5655247;R-HSA-5655244;R-HSA-5655243;R-HSA-5655240;R-HSA-167072;R-HSA-5655285;R-HSA-167076;R-HSA-165028;R-HSA-167077;R-HSA-5655295;R-HSA-167083;R-HSA-5655290;R-HSA-8866858;R-HSA-167087;R-HSA-167084;R-HSA-5655289;R-HSA-167085;R-HSA-167597;R-HSA-5655270;R-HSA-167090;R-HSA-165043;R-HSA-5655269;R-HSA-167601;R-HSA-167089;R-HSA-5655266;R-HSA-5483238;R-HSA-165047;R-HSA-5655278;R-HSA-167098;R-HSA-5655277;R-HSA-167097;R-HSA-165055;R-HSA-192704;R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-2399977;R-HSA-167117;R-HSA-2399988;R-HSA-170706;R-HSA-5387392;R-HSA-170704;R-HSA-167633;R-HSA-167121;R-HSA-5652099;R-HSA-167637;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-167133;R-HSA-167136;R-HSA-5621425;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-3159232;R-HSA-2077420;R-HSA-167153;R-HSA-167181;R-HSA-167191;R-HSA-5602624;R-HSA-167192;R-HSA-167196;R-HSA-2453818;R-HSA-167197;R-HSA-4396393;R-HSA-4396392;R-HSA-2400009;R-HSA-4396402;R-HSA-2900765;R-HSA-4396401;R-HSA-181567;R-HSA-180540;R-HSA-2243938;R-HSA-5655315;R-HSA-6803234;R-HSA-6803233;R-HSA-5655326;R-HSA-180555;R-HSA-192841;R-HSA-4420365;R-HSA-2033485;R-HSA-3560804;R-HSA-3560802;R-HSA-2033476;R-HSA-180573;R-HSA-167282;R-HSA-9036283;R-HSA-9036285;R-HSA-5661474;R-HSA-167284;R-HSA-6803230;R-HSA-180603;R-HSA-167288;R-HSA-6803227;R-HSA-167292;R-HSA-8868344;R-HSA-6802919;R-HSA-6802918;R-HSA-6802916;R-HSA-168326;R-HSA-2220964;R-HSA-6802914;R-HSA-2220966;R-HSA-6802912;R-HSA-6802927;R-HSA-6802926;R-HSA-2220971;R-HSA-6802925;R-HSA-6802924;R-HSA-180622;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-2220979;R-HSA-6802933;R-HSA-6802932;R-HSA-168337;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-6802943;R-HSA-6802942;R-HSA-182171;R-HSA-6802941;R-HSA-192925;R-HSA-5244402;R-HSA-5244404;R-HSA-8863009;R-HSA-182186;R-HSA-2012084;R-HSA-2012082;R-HSA-8870710;R-HSA-168883;R-HSA-168880;R-HSA-2012074;R-HSA-182198;R-HSA-2012073;R-HSA-6802911;R-HSA-8853310;R-HSA-6802910;R-HSA-8853309;R-HSA-8853308;R-HSA-8853307;R-HSA-2220957;R-HSA-5244397;R-HSA-8853317;R-HSA-8853316;R-HSA-169921;R-HSA-8853315;R-HSA-8853314;R-HSA-8853325;R-HSA-8853323;R-HSA-5250972;R-HSA-8853322;R-HSA-5602712;R-HSA-9036102;R-HSA-184269;R-HSA-1839100;R-HSA-180710;R-HSA-5603251;R-HSA-1839098;R-HSA-1839094;R-HSA-1176059;R-HSA-5632958;R-HSA-5250979;R-HSA-5250986;R-HSA-180732,Disease
R-HSA-500792,GPCR ligand binding,28,652,0.045760809,0.999902127,,0.999902127,30,179,0.014543386,9606,Homo sapiens,App;Hcar1;Ghsr;Adora2a;Aldh4a1;Ihh;Ffar4;Vipr1;Pomc;Pnoc;Npy;Gnas;Oprl1;Adrb1;Adra1a;Edn3;Gper1;Gcg;Agt;Pyy;Gal;Sstr2;Sstr1;Sst;Avpr1b;Tacr3,,R-HSA-445124;R-HSA-374723;R-HSA-383373;R-HSA-9609310;R-HSA-420233;R-HSA-5694082;R-HSA-388560;R-HSA-390674;R-HSA-374173;R-HSA-9611851;R-HSA-444191;R-HSA-420123;R-HSA-9611852;R-HSA-374298;R-HSA-374758;R-HSA-9615348;R-HSA-389026;R-HSA-381612;R-HSA-163625;R-HSA-418925;R-HSA-391913;R-HSA-388468;R-HSA-388596;R-HSA-947647;R-HSA-390641;R-HSA-3296326;R-HSA-388605;R-HSA-444606;R-HSA-388863;R-HSA-374207,GPCR ligand binding
R-HSA-1483206,Glycerophospholipid biosynthesis,5,232,0.016282987,0.999941232,,0.999941232,5,133,0.01080598,9606,Homo sapiens,Ache;Mfsd2a;Pitpnm1;Agpat4;Tmem86b,,R-HSA-8865637;R-HSA-372519;R-HSA-8874435;R-HSA-75885;R-HSA-8869241,Glycerophospholipid biosynthesis
R-HSA-428157,Sphingolipid metabolism,2,157,0.01101909,0.999948312,,0.999948312,2,62,0.005037374,9606,Homo sapiens,Ugt8a;Bcl2,,R-HSA-6785933;R-HSA-428123,Sphingolipid metabolism
R-HSA-73887,Death Receptor Signalling,2,157,0.01101909,0.999948312,,0.999948312,1,90,0.007312317,9606,Homo sapiens,Tiam1;Arhgef1,,R-HSA-205039,Death Receptor Signalling
R-HSA-211897,Cytochrome P450 - arranged by substrate type,3,185,0.012984278,0.999949034,,0.999949034,5,61,0.004956126,9606,Homo sapiens,Pomc;Cyp3a13;Cyp51,,R-HSA-213175;R-HSA-194678;R-HSA-211882;R-HSA-211948;R-HSA-193997,Cytochrome P450 - arranged by substrate type
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,5,235,0.016493543,0.999951492,,0.999951492,3,63,0.005118622,9606,Homo sapiens,Psmb5;Psmb4;Psmb6;Rpn1;Itpr1,,R-HSA-169683;R-HSA-169680;R-HSA-5607724,Fc epsilon receptor (FCERI) signaling
R-HSA-9018678,Biosynthesis of specialized proresolving mediators (SPMs),2,159,0.011159461,0.999955421,,0.999955421,2,124,0.010074748,9606,Homo sapiens,Cyp3a13;Ptgr1,,R-HSA-2161844;R-HSA-9027043,Biosynthesis of specialized proresolving mediators (SPMs)
R-HSA-449147,Signaling by Interleukins,26,639,0.0448484,0.999959477,,0.999959477,15,490,0.039811505,9606,Homo sapiens,Psmb5;Col1a2;App;Psmb4;Nfkbib;Psmb6;Bola2;Ptprz1;Rpn1;Hsp90b1;Irs2;Stx1a;Lama5;Pomc;Rplp0;Bcl2;Ndn;Ptpn23,,R-HSA-6785895;R-HSA-8950344;R-HSA-168166;R-HSA-209061;R-HSA-6789615;R-HSA-168140;R-HSA-6790025;R-HSA-6789960;R-HSA-8981657;R-HSA-6790038;R-HSA-8983003;R-HSA-9008894;R-HSA-9630923;R-HSA-8950322;R-HSA-449117,Signaling by Interleukins
R-HSA-73894,DNA Repair,11,367,0.025758001,0.999962919,,0.999962919,123,326,0.026486838,9606,Homo sapiens,Pold2;Pold1;Fen1;Hist1h4i;Csn3;Tdp1;Pms2;Polr2f;Dna2;Sirt6;Ung,,R-HSA-5684052;R-HSA-69891;R-HSA-5653840;R-HSA-5651805;R-HSA-5685341;R-HSA-110349;R-HSA-5687640;R-HSA-5683801;R-HSA-5651782;R-HSA-6782069;R-HSA-5653838;R-HSA-5685838;R-HSA-110363;R-HSA-110364;R-HSA-6781818;R-HSA-110368;R-HSA-110371;R-HSA-5686900;R-HSA-5690997;R-HSA-5686642;R-HSA-5687664;R-HSA-5691006;R-HSA-5693566;R-HSA-5693564;R-HSA-9629372;R-HSA-5691001;R-HSA-5693561;R-HSA-9629373;R-HSA-5693542;R-HSA-5684071;R-HSA-5690213;R-HSA-5687653;R-HSA-5693539;R-HSA-5693536;R-HSA-5651809;R-HSA-5693551;R-HSA-5690988;R-HSA-5693549;R-HSA-5683735;R-HSA-5682967;R-HSA-5682965;R-HSA-5683986;R-HSA-5685011;R-HSA-5358619;R-HSA-110157;R-HSA-110156;R-HSA-5651739;R-HSA-5651992;R-HSA-6782004;R-HSA-5358597;R-HSA-5358599;R-HSA-5651723;R-HSA-6782211;R-HSA-5682992;R-HSA-6782208;R-HSA-5682983;R-HSA-5652005;R-HSA-6782227;R-HSA-6782224;R-HSA-6782234;R-HSA-5652009;R-HSA-5358545;R-HSA-5686483;R-HSA-110215;R-HSA-5649873;R-HSA-110217;R-HSA-5683930;R-HSA-5649883;R-HSA-5686469;R-HSA-5682629;R-HSA-5685953;R-HSA-9629195;R-HSA-5683405;R-HSA-6782204;R-HSA-5358579;R-HSA-5683967;R-HSA-5683964;R-HSA-9629497;R-HSA-9629216;R-HSA-5685985;R-HSA-5683425;R-HSA-9629483;R-HSA-5685994;R-HSA-5684887;R-HSA-5693589;R-HSA-5684882;R-HSA-5693584;R-HSA-5693599;R-HSA-5682588;R-HSA-5686685;R-HSA-5682586;R-HSA-6781867;R-HSA-5693593;R-HSA-5683077;R-HSA-6782131;R-HSA-5686657;R-HSA-5693583;R-HSA-5693580;R-HSA-6782141;R-HSA-5686410;R-HSA-5693578;R-HSA-5684875;R-HSA-6782138;R-HSA-5358512;R-HSA-5693620;R-HSA-5686704;R-HSA-5358519;R-HSA-5358518;R-HSA-6781824;R-HSA-5687484;R-HSA-6781833;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5685156;R-HSA-5693602;R-HSA-6781840;R-HSA-5444523;R-HSA-5682607;R-HSA-5682863;R-HSA-5682858;R-HSA-5686440;R-HSA-5358510,DNA Repair
R-HSA-2871809,FCERI mediated Ca+2 mobilization,1,129,0.009053902,0.999964327,,0.999964327,2,11,8.94E-04,9606,Homo sapiens,Itpr1,,R-HSA-169683;R-HSA-169680,FCERI mediated Ca+2 mobilization
R-HSA-2029485,Role of phospholipids in phagocytosis,1,129,0.009053902,0.999964327,,0.999964327,2,12,9.75E-04,9606,Homo sapiens,Itpr1,,R-HSA-169683;R-HSA-169680,Role of phospholipids in phagocytosis
R-HSA-5688426,Deubiquitination,7,288,0.020213363,0.999970492,,0.999970492,5,77,0.006256094,9606,Homo sapiens,Psmb5;Adrm1;Psmb4;Uchl1;Psmb6;Rpn1;Josd2,,R-HSA-5689539;R-HSA-5665854;R-HSA-5665871;R-HSA-5690319;R-HSA-5688797,Deubiquitination
R-HSA-2142753,Arachidonic acid metabolism,2,166,0.011650758,0.999973474,,0.999973474,2,77,0.006256094,9606,Homo sapiens,Ptges;Ptgr1,,R-HSA-2161660;R-HSA-2161567,Arachidonic acid metabolism
R-HSA-6809371,Formation of the cornified envelope,1,138,0.00968557,0.999982601,,0.999982601,6,27,0.002193695,9606,Homo sapiens,Lor,,R-HSA-6811539;R-HSA-6814387;R-HSA-6814734;R-HSA-6814764;R-HSA-6814298;R-HSA-6810937,Formation of the cornified envelope
R-HSA-1280218,Adaptive Immune System,46,999,0.070115104,0.999986731,,0.999986731,43,261,0.02120572,9606,Homo sapiens,Rnf126;Tuba1b;Actr1b;Tuba1a;Tuba1c;Rpn1;Tceb2;Uba5;Thop1;Sec24d;Ube2o;Znrf1;Mtor;Klc3;Sec13;Sec61a1;Calr;Psmb5;Col1a2;Ap2m1;Psmb4;Nfkbib;Tubb5;Col1a1;Psmb6;Sec61g;Tubb3;Tubb2b;Cd81;Tubb2a;Tubb1;Kif5a;Mib2;Fbxl19;Sec61b;Stub1;Unkl;Zbtb16;Hspa5;Tuba4a;Asb6;Klhl13;Tubb4b;Tubb4a;Asb4;Itpr1,,R-HSA-1236947;R-HSA-8951499;R-HSA-2130725;R-HSA-203979;R-HSA-2130731;R-HSA-983426;R-HSA-983425;R-HSA-983424;R-HSA-1168640;R-HSA-169683;R-HSA-1168643;R-HSA-169680;R-HSA-1168642;R-HSA-1236935;R-HSA-2130486;R-HSA-2213243;R-HSA-199518;R-HSA-2213248;R-HSA-983150;R-HSA-8951595;R-HSA-983148;R-HSA-983147;R-HSA-983146;R-HSA-983145;R-HSA-983142;R-HSA-1168376;R-HSA-8940641;R-HSA-983140;R-HSA-8863914;R-HSA-1168638;R-HSA-2130640;R-HSA-983422;R-HSA-5696356;R-HSA-5696357;R-HSA-198640;R-HSA-8863858;R-HSA-983161;R-HSA-1236970;R-HSA-5607724;R-HSA-983157;R-HSA-983156;R-HSA-983153;R-HSA-983152,Adaptive Immune System
R-HSA-3700989,Transcriptional Regulation by TP53,16,486,0.034110051,0.999988442,,0.999988442,18,259,0.021043224,9606,Homo sapiens,Mbd3;Plk3;Plagl1;Trp53;Supt5;Tnks1bp1;Tceb2;Polr2f;Mtor;Nelfe;Cox6a1;Pms2;Dna2,,R-HSA-6797606;R-HSA-6805285;R-HSA-6806405;R-HSA-6799332;R-HSA-163214;R-HSA-6803946;R-HSA-6806408;R-HSA-6802165;R-HSA-6805650;R-HSA-380979;R-HSA-6797616;R-HSA-6797712;R-HSA-3239014;R-HSA-6803935;R-HSA-6802973;R-HSA-6798044;R-HSA-6802170;R-HSA-6795290,Transcriptional Regulation by TP53
R-HSA-8978868,Fatty acid metabolism,13,429,0.030109489,0.999988986,,0.999988986,21,217,0.017630809,9606,Homo sapiens,Fads2;Mecr;Mid1ip1;Acox2;Ptges;Ung;Fasn;Scd2;Acot12;Scd1;Slc27a2;Elovl6;Ptgr1,,R-HSA-75872;R-HSA-8952873;R-HSA-389889;R-HSA-200423;R-HSA-389632;R-HSA-5655955;R-HSA-548814;R-HSA-75851;R-HSA-2046099;R-HSA-5690043;R-HSA-2046097;R-HSA-163756;R-HSA-2046096;R-HSA-5690565;R-HSA-389622;R-HSA-8866941;R-HSA-2046084;R-HSA-8847579;R-HSA-2161660;R-HSA-8876889;R-HSA-2161567,Fatty acid metabolism
R-HSA-156580,Phase II - Conjugation of compounds,5,258,0.018107805,0.999989075,,0.999989075,8,72,0.005849854,9606,Homo sapiens,Ugt1a1;Mat2a;Chac1;Papss1,,R-HSA-174931;R-HSA-9632038;R-HSA-9632039;R-HSA-174916;R-HSA-174389;R-HSA-174392;R-HSA-6785928;R-HSA-5603114,Phase II - Conjugation of compounds
R-HSA-71387,Metabolism of carbohydrates,14,456,0.032004492,0.999992579,,0.999992579,37,243,0.019743256,9606,Homo sapiens,Pygb;Ndst4;Gale;Sec13;Has1;Gpc1;Chpf2;Pgp;Pgls;Chpf;Fbp1;Papss1;Pck2,,R-HSA-2076383;R-HSA-1971487;R-HSA-71296;R-HSA-2076508;R-HSA-2024084;R-HSA-2076371;R-HSA-70479;R-HSA-2022860;R-HSA-2022856;R-HSA-372819;R-HSA-2022919;R-HSA-71515;R-HSA-8955794;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-453337;R-HSA-70369;R-HSA-1889981;R-HSA-9638064;R-HSA-453346;R-HSA-1667005;R-HSA-1889978;R-HSA-453358;R-HSA-453356;R-HSA-1878002;R-HSA-170796;R-HSA-2024108;R-HSA-2160851;R-HSA-2076392;R-HSA-174389;R-HSA-2022887;R-HSA-2024100;R-HSA-174392;R-HSA-1971491;R-HSA-1889955;R-HSA-1678694,Metabolism of carbohydrates
R-HSA-9006931,Signaling by Nuclear Receptors,10,385,0.027021336,0.99999575,,0.99999575,24,191,0.015518362,9606,Homo sapiens,Hist1h4i;Fasn;Pdk4;Bcl2;Scd1;Polr2f;Srebf1,,R-HSA-9009065;R-HSA-9011981;R-HSA-9011949;R-HSA-9028525;R-HSA-9011983;R-HSA-9011950;R-HSA-203946;R-HSA-9012000;R-HSA-9011971;R-HSA-9009378;R-HSA-9011941;R-HSA-9623999;R-HSA-9011975;R-HSA-9009371;R-HSA-9605056;R-HSA-9012315;R-HSA-9605063;R-HSA-9605060;R-HSA-9012319;R-HSA-9011966;R-HSA-9011985;R-HSA-9011952;R-HSA-9011984;R-HSA-9028533,Signaling by Nuclear Receptors
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,2,193,0.013545761,0.999996475,,0.999996475,6,42,0.003412415,9606,Homo sapiens,Limk1;Itpr1,,R-HSA-169683;R-HSA-169680;R-HSA-399950;R-HSA-419644;R-HSA-2029460;R-HSA-419645,Fcgamma receptor (FCGR) dependent phagocytosis
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,1,158,0.011089276,0.999996477,,0.999996477,4,24,0.001949951,9606,Homo sapiens,Limk1,,R-HSA-399950;R-HSA-419644;R-HSA-2029460;R-HSA-419645,Regulation of actin dynamics for phagocytic cup formation
R-HSA-877300,Interferon gamma signaling,4,250,0.017546322,0.999996527,,0.999996527,2,15,0.00121872,9606,Homo sapiens,Trim46;Trim35,,R-HSA-1031716;R-HSA-1031713,Interferon gamma signaling
R-HSA-8939211,ESR-mediated signaling,4,256,0.017967434,0.999997705,,0.999997705,18,110,0.008937277,9606,Homo sapiens,Hist1h4i;Bcl2;Polr2f,,R-HSA-9009065;R-HSA-9011981;R-HSA-9011949;R-HSA-9011983;R-HSA-9011950;R-HSA-9012000;R-HSA-9011971;R-HSA-9009378;R-HSA-9011941;R-HSA-9623999;R-HSA-9011975;R-HSA-9009371;R-HSA-9012315;R-HSA-9012319;R-HSA-9011966;R-HSA-9011985;R-HSA-9011952;R-HSA-9011984,ESR-mediated signaling
R-HSA-5668914,Diseases of metabolism,2,220,0.015440764,0.999999542,,0.999999542,3,114,0.009262268,9606,Homo sapiens,Ugt1a1;Pomc,,R-HSA-5603251;R-HSA-5604975;R-HSA-9036102,Diseases of metabolism
R-HSA-202733,Cell surface interactions at the vascular wall,3,257,0.018037619,0.999999704,,0.999999704,2,64,0.00519987,9606,Homo sapiens,Col1a2;Col1a1;Gpc1,,R-HSA-114577;R-HSA-8870732,Cell surface interactions at the vascular wall
R-HSA-211945,Phase I - Functionalization of compounds,4,298,0.020915216,0.999999879,,0.999999879,6,98,0.007962301,9606,Homo sapiens,Cyb5b;Pomc;Cyp3a13;Cyp51,,R-HSA-8936442;R-HSA-213175;R-HSA-194678;R-HSA-211882;R-HSA-211948;R-HSA-193997,Phase I - Functionalization of compounds
R-HSA-913531,Interferon Signaling,7,392,0.027512633,0.99999996,,0.99999996,5,66,0.005362366,9606,Homo sapiens,Sec13;Flna;Trim46;Trim35;Flnb,,R-HSA-1169398;R-HSA-8985123;R-HSA-1176059;R-HSA-1031716;R-HSA-1031713,Interferon Signaling
R-HSA-6805567,Keratinization,1,226,0.015861875,0.999999985,,0.999999985,6,34,0.002762431,9606,Homo sapiens,Lor,,R-HSA-6811539;R-HSA-6814387;R-HSA-6814734;R-HSA-6814764;R-HSA-6814298;R-HSA-6810937,Keratinization
